dataVersion,matchId,participants,Game Length
2,EUW1_5576459022,"['S1AHcgFvVJQo0WhZjKIGsm3NnSLuUYsjsO5AWOCmgFOYoJ4CU5SkYHLT4UA6Sq33ddSNiAwHKXj56g', 'v5mpIoFngF5l046Syrvs_k01gsozkyugBDYB15YkAZQnFNElGa3PV3Y9QnsL3uWfkR2XAJEEHfyUGA', 'SpJPWvLyRrrDiAbnuLLsKA9sKXAp2kpZAuxCR8djHTOSuSYk64BGGTEmyfdWFVGPtHe76wY__MHQXg', 'qcStEVMTmoDGYW_f6XwwcSjDKcGvMl8Cn8Ir_fuJa0hKidL2h6rCnRb-oE3k-08jd2EqwbfbUL9DrA', 'Lu3A3zVWEbArmcQt8Gd3m7xz0aPmd83UsYRp_1yYh6xRwaaRk0Fnr8sbPjQQPCCBGIee7PtavdyYTw', 'oao-PqDv-wa2QFEoh1v4qY1bmWmgeOtAyHxpnIQ3SDmnN1U1kZByTeFGSnh7FkSGlkrinHV05j-H9w', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'BdM6k1BvWXd6TohN3U9UHOWUkAP-vHXzlcpaMQFxiAgTL8nE8PmHtBcVQ3gEpj-gYmEjLMrXGh77ww', 'LpBUCpZZLSUI3aFuRtAFZskGTtYz0N_3R4sN1CZOiiLF_I4aut9swPKn0VXK7RVBsNfC8rwCTM2L8Q', 'Y0eD1cot9rKS276Om4FKPBpCWB60C6GM4jBNj_2K9sLpjxBuyCPqKYJKZG3ke6jFbIEhyMCxRy8k5g']",1810513
2,EUW1_5573739500,"['JBpYsprvQsJJCy4WAyn12OkbRWnF0BKvghZySdk27QmIh30dEtc3Be6cwv8OEoRxPT_wl450Hkzdbg', 'tATNN6y6xT3wLCB8XSVUJH8_b9sGCAA2eT-BU9uVWesUpKaVoZR95I2K9IMTS8_iqtlVBSE8aKj1Gg', 'MjmLSZ3L8wFYcpt7__muWdTsexy81tX40z8IAHKlvpos6C7p_5iu1ygV0XHSLcga-T1s9V4NvakopQ', 'ZPTLCo15fxs9QpcFwCZoF4gfv-q3kIrsGlUso0RpMHUgV5LrsOgu6DfGc7l1eKVSTGwz6ne4865SRQ', 'qC1_4rZ7KEAv7oFdA22w7OXGGTH19f4IKQoyM1OxM_0K0MoxRRVEZevLthlOA1pzOzBj60sb9yKfAQ', 'BBTY8m4jO3IvQzu5ourFCzxRuz2zuUkHeFZTZuOcilVeoiTAONL5AoOH14T2gKOWe5Qy0W-JVlH_FA', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'iErjXA6cyH8wpZjj6KnVGg3Ax4xiNC3dsXCpqgVbG4pRU7tm8pS1gVvY8hAD5lJ778ZS1-WKE_Rzjg', 'tHM4DKAUEdNmF_0qkELSLrYPFFbSPIfdGD8CfTlUXpCm2tJHZ848Me4APflHmVFrw3bYOhdOKQ0_Xw', 'IOmMjtQmiD0LlO875aTLbLomNpOKrJDOhAHe8Ec44RUEnE_e4C-M2AONXtOCJAVo9rg10QnbBCxLMA']",2351781
2,EUW1_5568512775,"['zl6XMe1snIi48PNtFcnTJGiragE2ON8rV4JQaaGWqBV24CfxFxdK9nXVfmM-3mfQqvlsxAAf0_X0MA', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', '_A7lpWgfnL4b1nL9kcf53c-Ec7WQN2h63Ix0E6pUW30L1d_I0az_9SxbfyfyfZNzAG37l3iBP0rMzQ', 'SQxiwaucvVOIqsVnJKEBGhSx5fmr9y3BeoIvCqygGhatB8aeMyw1z7IEcQAsowzLMV9nws9WUjEWDw', 'W92w3dVHJ4LCas4XTEUR2emrXBQwf4uHPQ_SZLJqIpBj11z0v7tdhHZ0arlAdTVCQPGvlUfuoZWhyA', '4Lw3k9PCl6HNJs5fVGqCMe8kYHr7aY6aVivucMxrkaAs5LAYsN8Mdcza3P71x8sCH2A8UGeiGYgNwg', 'a0Z01qnlfXeIDEMxY79oMfPGLjJQGEo7C94LY6cmF4ogpDPz1NRrF1ZQ_xUnDILwOqh17IGvJOh7aA', '2UExWLKS3duvwVKZCVL3rWsSzVTRicowRgbxSNLWigRLeRbs-iqmRBTPhaVsPnsoLXJwDdzSXjAgbQ', 'oBMreOsNhpNRGHJUr0Sx-JIe1bCapUITPfrDIVwmke8oj0rEUSW4WNJM8HS0MtwQi5GUH5r5KvaXkw', 'Lu3A3zVWEbArmcQt8Gd3m7xz0aPmd83UsYRp_1yYh6xRwaaRk0Fnr8sbPjQQPCCBGIee7PtavdyYTw']",1672101
2,EUW1_5567729649,"['PdEQN5zwWKMECSbXGCYYJ5g-fk0TldmeDN7D-dM7YCY82BuSR-0Ow_5NCTD9foOVOcZk8s8YAyORSw', 'rQbleNord-q4LJNG9H1FF-syJQWujTQHVzMhhcC8zpISUkvzu_3rIbMnUCJIxujsJPCZegMdq-1AIA', 'SnIyaD6wNN2j1yJglQkrA5z9roz3lx4Aqbzjn2rDqTr1B2hX92NDw5wltCA65l9VYGFcecMY7H-1lQ', '6D638j8mJaukcLtNm0Z8jPgmx2Q-YQaxGzx9Z5VF_K2-6ZHa-_Jr90OMzYdPlPUv6ZTD--4yTyclcA', 'AHrDGSat6BpHLmBKYjW9LeJ1jNdquUP7tcx4uN9aTnE5tEOTHOgyS9Wdd49cAaEoxvefuc6pwvVDMw', 'WQmRd_WQUEASfulMDoHnG7dCgnSMwUU2ubhwUcT-pa-GEUGp89LJXrsmxQ7HipqeXuLvdEe7C0FChg', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'rDL1KV9_t7emuU5etMmIWjejku-W8-MveiJl8VkbJdxcReq54qIzbFTeQ1Kv4M-nC2XbYYorqVbizQ', 'ZNAAPI5vCWYTYZcQQHYZRWBIc607D3T24RTX8fG2kDFGk1kq_2oVvcQ6BX3lZBjfCEBJVD93zbrGmg', 'k31linft73bLyk1SP_ggRijpA1OGSLNW_s8AvNnPuiY8SlMtiNwAwheEzidh2GTLr-TYzxXn-O5Cpw']",1210563
2,EUW1_5562512735,"['hnqmVSY_bnvyqbtLobHZrHKqph7evgXeM07pqwQoEFMt9hTnl2UdItrMmZ5AbFJl3NY7TJyARhZ8HQ', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'ync0NxjR9dj-ShWL5IeR7krVBdPbFUvK_eZSVv7Ii00qiyzTlVhRh98nn3LBTlyVZrcaEFPY_cD0eg', '5PatgdB-oqHQwovm2IJovWRlRbvCACIQ8AB0dIZ6hRFhIEa0R8JaVvFSQaqU75LNNGqjnIIdReQn2g', 'YAl1t9ebjv3p9pgFQ6KdHULWSwrG_ErXv-frcf3u60WPlEn1H0SaZ3lWpi6UFGAqQUO95qkch4Q0Xg', 'O2Ybrp6RxX-TXzk5wbRj6N4OAXy1yC-VmNmM7W_YcbES7loy1L9wagELBEbFovyb2ZKwZ6dR-I53VA', 'lDT87O5MONrmP17JwyliGAh_qUOqHeCE2gxw2klwKy2zWARqVxhAA007wcHJPB37A6p8eYsierSdqg', '6txQa9ygQnExWbOfMfT8NehZc_Lxu277rdjKhdis7LGWOUQubNM1wgqqk-9cyVcoyH6ZjAyfIZaXyA', 'vWHnU35WqFOxMWkhj1xPYu8_eNtsG96RBxbUtaLZ5PLgJ-p1vp1EeCz2r47x0t6aX2v4W5ql9HaR2Q', 'W4gRA4BzUshcM2AjBBPQKVtDuwV-q1edbc-_rPYURr7G2ZxTLKUrDun8k7PDhNxrMZBscQF-JESNjg']",1771170
2,EUW1_5562456523,"['vxXFLk4JRMIp_tM6LUBVT2ZNCPvFk4AXXxdg4PyJYDHDnxTZRxcVYmQu4sv2B_ky1uvOW_QrHzZT0g', 'k315OWIYw5P4YF7owSIysPibnfXdsHEeWUewFJ3Wq78gT3DmXffRay-enjsmSMHNpye4T7rMfXc9mQ', 'vcC25KKM_4BXrVwAEXbHXA3v4hggBbG5wAgaMwm0Vec3FGso9mwLimb_NlOv3I8Dguu7aSETIXF46Q', 'kDJ5W0F0Ks-J3_JoGk-awFibvPhNXLwJ1yT71gY60NwyD1TkS4U1YNy_hZo1sTbg6DHWdwZuy7efnw', '4QWCt0z1xaEBE3nbEOh9ImxiCzwPtYoXZUuyiHxtqb53vt8cWuEvOzT3ZFKe-tEvRA2riXtNbZzZeQ', 'cYo65n7vUYzaIa2BBoQBhrcvjQuHVecHGuXPGW2WelLD-w3A8gV_OYBUJhgKILj9Y_lGqXC3hgoKxA', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'fVducZ17W9d7QtdsRO_pJuL_wg7VC_o5qwSWr9mRog6IH3wSGZjcn5LaHZvPI7yLmxTcLazZhdFYIg', 'TICsm4X_hccyHRRIM0IOTtXMXEBZ0rWsct7wqsa6qvBgfa0Ig5ZkktuiT7qP-dX_Ku38oPmSBVckNQ', '-N4Y4WffWswqJzdsMgpr3z-GY3DkA2_yJgDGaNVmAYDCmTU_uJOU3JZryCqAY40FhyaKNt-Il8mHUA']",1665560
2,EUW1_5562357583,"['JBpYsprvQsJJCy4WAyn12OkbRWnF0BKvghZySdk27QmIh30dEtc3Be6cwv8OEoRxPT_wl450Hkzdbg', '5n_MnGbQfXxxzYu3IQJbVno4P4Qdrzs5JIMPvVJEpkAUGqGKUWULhv1TQYQe9ZWZ9SD1T_cffn9t6A', 'ClUZW46Lrpqr2SrpQD0f0kALjjrkvtn1PDfP4nQdo89ehQO8wJrLvV6NFDFrZwJQbPLcdLnHhvQsig', 'cMkU8669jsqOKjQjQrGoWFG795ap-zIia9pgrYhX9ePcTYw4QJqF611r3lgTS4ikwEp3PAX8459meQ', 'WFnhtnEBBZ8xOP8uD0ppFrUb1npZihTNAinikJVSV4Q1MXJQ3h--6NwTgDzvAxkXRmUWgh3_o1MzOw', 'FDsd-yUdvubCrEV4BYL7J_3I2Pkzp-3MLoEMn6nw5clJmC_C604hXTcqv6HMwRbEWo8PCHWckods5g', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'NYNw3tUyBruGF4dBz1Maz6iSqo97N2VyJSHZLh31cou6_gtyttoAwf14GnnSVBPnXa-dTPiyV-0m7w', 'C-zLpq-hB2ndoP5muWmWxok1MVFAoOjFakhVSVnwRYwH5TzzIRysK95q71-PLNGW8XgBeLcthFlYNg', 'ZT0uXLSWkyZWBr0RdfuI8dICs1uC_W4y5H60IVlvQuf3vPPbBV1SiM6pVgaCTME_8VatiWSsZeb41g']",1564755
2,EUW1_5562372602,"['hnqmVSY_bnvyqbtLobHZrHKqph7evgXeM07pqwQoEFMt9hTnl2UdItrMmZ5AbFJl3NY7TJyARhZ8HQ', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'TuAAYjBiDAZE-Lgy5-HuSArN_LzskzqPlzbzWqajanDIXX52EQFrijpiGJ8Qsaa-wgPl8IhSP59Xcw', 'TICsm4X_hccyHRRIM0IOTtXMXEBZ0rWsct7wqsa6qvBgfa0Ig5ZkktuiT7qP-dX_Ku38oPmSBVckNQ', 'wJnpKhyN_xJUJ3HgkdLB1HWP-Jcmf4EaUrxBgnnU4djV-GrFtPZH-6iV91rs4HYqXBCYNYCkZjVWjA', 'FDsd-yUdvubCrEV4BYL7J_3I2Pkzp-3MLoEMn6nw5clJmC_C604hXTcqv6HMwRbEWo8PCHWckods5g', '8-JQRTFRZVKR_dn31O1ZSTggtW22zljjginbS2yjDxTeIfHQWws_3CHoNCpj9TkdB0m3iKkhV9PqDQ', 'JBEF3tmfhK35H-FgkXAF9CPiHPHbe39od3c3b67RYsCUbthbD3G5KQWRDrPhfs_LDf2McD7p9UAoOw', 'QMHyTKN6JbMA4sk4c8zkYoCAusLMvw1LstgTHOGi7x37Kv5qwvlUmrHd0vgzWcUoeTXcd5mT5Sjr1Q', 'wNngzA4MpL16ouL1orgsf2ZGATr-R03HBb6ylMccDCLQTILz_SLpkM0pJx-jWivQmImJEO0WAElduQ']",1649184
2,EUW1_5562198950,"['FDsd-yUdvubCrEV4BYL7J_3I2Pkzp-3MLoEMn6nw5clJmC_C604hXTcqv6HMwRbEWo8PCHWckods5g', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'SfVtFitmPUlLJu6fTj_w4JSuOUMLW5Lr5zQlSpG_1WKwf8Pg2N6mLUgCmovsmYgVKxSzItskiPHxzA', 'YhCBo1fDF8kzIlXx2eY3mXoHqoT4iGdUgbGOlfVYKviVqIgBeS17v_jV-d62T8uXvXApSqdSAdY5Sg', 'gOjsanQ6q77m0qtSMxr6oyD5AZBDDNb2IsKho0i2ROuEYJrT6prBpjNzOc-1pFaHMCHAX-mkDWEYJw', 'CApR2IHTgdoMRf_vSVJg_weCNaD8TpMdeogoFIB25JhdPoAekbgmq4Zd4nzjYDSnetB7Jcid73G-6g', 'ync0NxjR9dj-ShWL5IeR7krVBdPbFUvK_eZSVv7Ii00qiyzTlVhRh98nn3LBTlyVZrcaEFPY_cD0eg', 'JoBwlYIIe2yA1Q5JlOjYMz3Eo4ddiNcPGpxb32Apc5feYihZ5I-r_OVs8otFPX8YrgBoxtkWlThxDQ', 'edIF-nwe32PRzr7pZuaB7vn0a4pS1hKbNjhqkn0tDVbBq3b_4T6nKdpD7Vk5RKtd5uWZXn6P17Br0Q', 'rOYzJww_4dFC3RsFUsU_AoIiUJWy0nsmqfgX5cfVivspPwcF9eQ-5HBF08e_yFj5ngPTHhEhq6ixZw']",1503803
2,EUW1_5562220506,"['SfVtFitmPUlLJu6fTj_w4JSuOUMLW5Lr5zQlSpG_1WKwf8Pg2N6mLUgCmovsmYgVKxSzItskiPHxzA', 'aGzhioCIoVaoohW_xw4A-zb7e8IHgFNphFFB6i_5CIE2YQUzoRKXmc3pMdrTyf_EPTHhky-N2tAugg', 'ycyrrKoKWaezBys_KGIoCdVuyBdMxk1hP0QpBdR3ySG2h4D7nB5_q3RdK2q2xvNLTwDYDrLwNXrzhA', '7ri1V-jJVYOg0zmLPz8IzRlVh2EF9f7jRpW0bshXBS2q31yvYyEq2YtrcvHHNb05Tlsx4yNR-hUj3A', 'iyUGEsI8OHtWzo9whGX4fPtxGuFooTWb26kjN7daKDiGMfd1-bPpA3869W05WnyQTvqyczsHwXKcKQ', 'PcRcU2I_imbkDkhXCJttyemNewiCH_VIhl-j3rDcyRBnw18QxSuUMndiKw92pRhpEu7_dpfX02fr3w', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'bC-YXJqNNGzvyG4NFz7CtOdpWrW-8HV3582py8D2RxjYf0J57nOKeZzTmHR15LFMY_b7J-cSY3pv-A', 'atzAbe5r33F3gVRBgFLRKv2xgX24YgcRqDFqFgeCcFbHn5YBYmrHGJAG_mj0fWkgjBpucR7tMdMgQw', 'ZT0uXLSWkyZWBr0RdfuI8dICs1uC_W4y5H60IVlvQuf3vPPbBV1SiM6pVgaCTME_8VatiWSsZeb41g']",1593858
2,EUW1_5561456323,"['61akW5duxA6HxDeGrYa_cmHKuTuP84BYJEP2sakHg3OOUW8zqX459H-fmMpAOGPk3Db-MeFwB_OMOg', 'igbhzKTu1tnS3VbWXu56BRBUwSkzLf4aiTFYFeYeuTFtVjjFIqWvgRdIOrdVUuuPgFmxhRrJyVokaQ', 'SQxiwaucvVOIqsVnJKEBGhSx5fmr9y3BeoIvCqygGhatB8aeMyw1z7IEcQAsowzLMV9nws9WUjEWDw', 'DlHihh7Mbq-V4mEmpRMLZgOcr128nBHNYYyrFPGNiU3xke32-qct-ekqTd9z8DMjCsB-3k2MYwGYFA', 'Wsa76ImueGvU1In-skcdur1zCaL4iXEb8boijiDebYfmYl2aBdkqkB2i_x5AsAdZ5B2zCKotcQeYug', 'JCNJg4pA8SntjjbVi6gTKIUseLz-gvh1Btvqc3qvfrR3kf39OazWBVBQQtA-RLIYXohy7098aAxoiQ', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', '2y6oR2xxIlfDmLQ6ncvFWhQBwLNgvqcCqGUXclsLBO2nuEZ4IqV98Hv8W65BRpn7MZbfUS1dWFYDSQ', 'TduDYg53hvZ3sCulerRH4t2RCsYjsmkm8L-1EgXPj_uRoRbXpHhLGeDh0sdTFgJ1oUgZG1rYaX2jFQ', 'wJnpKhyN_xJUJ3HgkdLB1HWP-Jcmf4EaUrxBgnnU4djV-GrFtPZH-6iV91rs4HYqXBCYNYCkZjVWjA']",1755523
2,EUW1_5561189356,"['CsDK9ZdkrgWQoFu0Elw_550M0fEr_1m4-Xr1mZ7NJTafn5uR5dIIcT3-oRIXOkc_18Xfw4DAcQOOmQ', 'D-LlBFtOcWopBIOgfN6yeUv221CD8fFbdOF2LWDzcuL6MET5kgqwtJnz1x-L2pLe_7F1ZsWLl3eS6A', '6sZbIPJA2Way-WDPaJww7I6JidDrQ87YQvflF6h_CO9jUa4uE9Oqv4pS8cgobJ3zgfKoZ3s7aGo-wg', 'msiUT_Sb3h7M8uM1jngyywwOBIkKU5MKDdUhTJffrcossvNnUJc9HUHCEIQfa2aNpNM0fck0vEnK6Q', '5Eue7JVAX0kjfI70e873_C_ql_Q2OqWpvyq2Rx4CabeergXEvKFuRGjy5t9f9_FHwH_ywqz7RMIB1g', 'HcCgxgw_XGkyQqMQWm8bnxeKOkEywEHZryaMDwRIbOOVzNp5LXzM5jO_2qVPTgU6EwfZ7XhPYYXSTg', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'lRc8NdCdRoi9trvPdG0tCXPNHxvuCzEVIoq9iCKB-ouEUs7PTtz0hrFrsUysKdUnp9h1gpA86ZmytQ', 'IbH6KS4lH237YRA4xKA9DUXLw2bRQxCXYgjfvc3N4LZPgCsDRVBhQFtfb--RK39fe4xZ8zTeJL20Cw', 'dxuuaVl8_bCOySu19hQc9H6FCZ-6O8eaGE8LBWBMDteoXRM_s3NXu32JiHkQ2_1q7TdocDkgHcxWVw']",939132
2,EUW1_5558670829,"['2MDzfA4H7BEra_9lgUhTRSFzAy-BLW34wHj_Eelcy0jQ3efIE2FElBKLsl7jRkm1A4fGGo_1TS9xgg', 'E0rDCgk-19OsGBMS9jQtpGEJnfe_pTxxy0NjDx5FtcPwrmIAriGseZMpsFmDAfBk36xJ6ZSn0hd3zw', 'efyX4Vdm207UCxAEbHK3THxo1gMGIId-1tQ53ovYsiVrQqwdGB0obQf0R-yWpuES6nEt_M3n8j7d7Q', '1Zx1e5LAwx-1sI5SaojkpDhzDDjXibESGonNfguNw3U-9vVMpf1Iu6U6KJk6sakdbY_j4QJKyQfv9Q', 'de3kKW6UDkLMTPIbAjBFS7Jc96leJHFHGfHXOlDZgIbI7mu4wQC7JH1p9FzKfT0fJfYyDYL40uqbHg', 'qXDh2cHByRvsGazW-MuE-unORVepuDjoBggFsqww7Da6SqRbFbd9vTKeZDGRnyantBQy84UVgyxe8Q', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', '_xG48sJpHzjNkfRZkRlAT7emExr6N0tkwKwkZ3_KNfGlNYF9gQHLCKF4xS1wMIUEV_1wjujIg0Ol2g', 'QhhdpoMzBTHUCFVe8mRIAhFcCXwdnCDlR7nIp0E8CyaCtJuvxmhzYfC4ozObdxbpsCPfHhNwL1Dnlg', '2lQicWk4y3lnAKBbOCF0dMVi2q0G298YvyBNg_MCCasM2fVwGURORLkO71LOif3AH2KwFI-dXW8ZSw']",2035221
2,EUW1_5536570160,"['w09Sw5hC_YcWzBlUoW0RgwO_pI3oxEwkR3fwvL2-D3b-mxQz2UGHNAZmiL3Sts28YsXbnUcDXFutYQ', '9dAxpDw7TprO1yjBenMhZ0kCibt_mNHg75zySJ3Yj7zhEeFL7suR28oeenNe9Tjs6IJs__yMWdK1dA', '75SDSuOJPLEDQPc0AEN5-ez_wCAZ3R5vbRA2wxaQujhYTPgbQo1QyQVZzBhBGVdu82Esx4KhnF6Olg', 'YyvqHiBD7E1FfR2uq_1s5P3TIw8nBs76GZjgFh_5N24DJKPI7oG6s3iZzMBOKQzrHtvtRqxNYFtBhg', 'f_wMLOPUPsDMP8kWWA9UTwh0J48k0Kb2pdBFKvspL2WthcckEkyNajTYvE7j9mrDkfVTVa-Tf-Llxg', 'vxXFLk4JRMIp_tM6LUBVT2ZNCPvFk4AXXxdg4PyJYDHDnxTZRxcVYmQu4sv2B_ky1uvOW_QrHzZT0g', 'D7uToRVtYL310M7htVChbxACKn8JjUsaFrKo5FT8--LIVSM6jk62qvgGiDaIRv8HbMDqbUDNQtHFBg', 'gFoNsfqFDJ434rsxhfC2aaMtuhrEk0BzX6a8RKIbmT8Wh9xsDPVSb03Kzlii0vqAH1BKvrO06pBZWA', 'iyW3kKtJr9y4CoxFxBfeY1O5QcyxronViiFJ65OIhoKyltPN7caSnyqWZB7cjrxcssFQJdblMxcK5A', 'uPNjrx5vH7vSxL6Ja2JZiOreQVmIUnVp8mvo4Ddd2Y5aTIL5bAlaeq6onn-JaD1Za2dsEIOeDlX4ew']",1536405
2,EUW1_5587005359,"['CWHWFlac1n1DIZd8qOENbHNmuwFjoUPMEoVhWiEOUj9NPZzAFgooeYc8K4Xhx31rTtEs64wQFeUwvw', 'qndN3yPJsfYVScjcym4DjvHTKR5v4DANo1kbf06u8yfO80lu4-Tug360BchHxR03AX7S9YGLBkTYRw', 'YEAkKgBPGRS4MA6ZubRG5MYVQe_-o8yt401Uy46-Dvt7bd3GeeTRKgNVEAnd-0ZDZSVMNmufb3FQ8w', 'zAW_MZWlIvhjyd2uDwvXOhiJZsoZ75oYqtz7TKmJGNoqIn6IplGTSZFhT7ZRWKmdEX6OJ320zZiycg', 'DMFlUZp3H99WfmqClLkmIZMaerS_eRy6PGKJpv9Qk1YN0e3JXazjPU0xxxRJlZm322mqJSruw4Iv3g', 'D47ac0qu--vTpVDbinpnDA0qW9BpeK7jpb8Fw0VVDxLAJmgMHVWtDAe0h6qf8h1hVgc-_0Z1iaRIGA', 'IEWFO3Madfbwy4a4NqPJYOaoA8AJqpD12BJtiWYdcTVq8cJYawgsFA5tD8paYz2IrH9NMrShQm4LEA', 'bNzQ9ExVupvOJNbgNP_a-fHv4qBkpcsJmUQYGgEJ0Vay5PuTKbT86wUBlRSIPl7s-Mhd8ogngjyl8g', 'DlHihh7Mbq-V4mEmpRMLZgOcr128nBHNYYyrFPGNiU3xke32-qct-ekqTd9z8DMjCsB-3k2MYwGYFA', '-kjUyqwG-LY0jbboqfQgbCJZt0zKfwd5f6gpuJCT-Fv9cOUzCc8RDS-eMfcTJJLQiVcLkGHLI6Z4BQ']",1318194
2,EUW1_5586144825,"['BBTY8m4jO3IvQzu5ourFCzxRuz2zuUkHeFZTZuOcilVeoiTAONL5AoOH14T2gKOWe5Qy0W-JVlH_FA', '5n_MnGbQfXxxzYu3IQJbVno4P4Qdrzs5JIMPvVJEpkAUGqGKUWULhv1TQYQe9ZWZ9SD1T_cffn9t6A', 'TuAAYjBiDAZE-Lgy5-HuSArN_LzskzqPlzbzWqajanDIXX52EQFrijpiGJ8Qsaa-wgPl8IhSP59Xcw', 'jruI-HeD8p5jyZFrX6VekC5b7CigGgiT93W9Q6ZqT3lTsUAtBWRbETKNmCjJcHty-GkDsbBzx53lyw', 'MiYZiHIDKBnRQ9-aOC2vrK3c3gp0AAf88HyJP9VzDNRf5GSimjjwxQvLdOBhXkQNNwTrGHvXUQkzsA', 'CWHWFlac1n1DIZd8qOENbHNmuwFjoUPMEoVhWiEOUj9NPZzAFgooeYc8K4Xhx31rTtEs64wQFeUwvw', '8VvCyCPFfB6Jp8680-rNDla7vDNwm1ASOp7YX3GShqDYjEcIyMeu2i1ACuOkJdAsPCMDoB8r5Kgtaw', 'ClUZW46Lrpqr2SrpQD0f0kALjjrkvtn1PDfP4nQdo89ehQO8wJrLvV6NFDFrZwJQbPLcdLnHhvQsig', '7ri1V-jJVYOg0zmLPz8IzRlVh2EF9f7jRpW0bshXBS2q31yvYyEq2YtrcvHHNb05Tlsx4yNR-hUj3A', 'Lu3A3zVWEbArmcQt8Gd3m7xz0aPmd83UsYRp_1yYh6xRwaaRk0Fnr8sbPjQQPCCBGIee7PtavdyYTw']",1780877
2,EUW1_5584952706,"['ExJIKM97FtAsYBtqtldkBatSKq46tYYeQpKsLuQ0wpI3fpAvWJNIybkBMU9oVJQrD0P90XOG95mQTQ', 'Xyg1HJefLzt91Wq_zw-0FA5rOYpZtkXNo6q71tGEC8vmWiZ2ITfDACIsCJLHuJ2Jtjs2YImHOChAzw', 'CWHWFlac1n1DIZd8qOENbHNmuwFjoUPMEoVhWiEOUj9NPZzAFgooeYc8K4Xhx31rTtEs64wQFeUwvw', 'QvbqjxGkdDSVB4UXhRlb2VB9DakF6h1O5tRehAcn3tTi0sODkERCIsRVBE1oJrk4hbueDcuo-DJOhQ', 'O7qtlIEJ-bhcd1bAw7ChM54Ma60f1LtU_QvOHk0oDEA3QwOkuf3LEUBPhTNEmP-u108gpOdZUToFow', 'ezNeklFozOcgAdYLY_2vQVRkR810ILMdYs3WHp_ZXBwrIDis4yyonceIJ83NdF2kY7xJbTMrC4oB_w', 'JOiwUJI8sDRVGNENiA07IAwrKAkhrE800iuuXK-v9XjdZwJfV_CaBUoPHBbtZ3SL2FwiKvF1sos5Xw', 'xlw429Lr9QAH7rLRo8ka_TPiUFhj-VzLQfnu6xkTZh6XgrAWMjG2wnmAJk7Kz58bH1nErh-1oWZ7Vw', 'aPRhnK21x14rXE_Z_vOPugF0Y7UMowsIAIr0DkOl4Hr_3pa98QJOh1YqJWa4-8nq6tZHrrrjNCFr4w', 'hjYaaV0IMTDUifx2OZOT9Ack6twRhhnHjlXtQNJ2AIBkb50acioaAHAK4Mym5fNSl6RruFoV15vJcQ']",2109416
