First Blood,First Tower,blue dragons,red dragons,blue towers,red towers,blue herald,red herald,blue inhibs,red inhibs,CS.1,LVL.1,Kills.1,Deaths.1,Assists.1,CS.2,LVL.2,Kills.2,Deaths.2,Assists.2,CS.3,LVL.3,Kills.3,Deaths.3,Assists.3,CS.4,LVL.4,Kills.4,Deaths.4,Assists.4,CS.5,LVL.5,Kills.5,Deaths.5,Assists.5,CS.6,LVL.6,Kills.6,Deaths.6,Assists.6,CS.7,LVL.7,Kills.7,Deaths.7,Assists.7,CS.8,LVL.8,Kills.8,Deaths.8,Assists.8,CS.9,LVL.9,Kills.9,Deaths.9,Assists.9,CS.10,LVL.10,Kills.10,Deaths.10,Assists.10,Winner
4,5,3,0,6,0,2,0,0,0,154,13,2,2,8,173,13,5,1,7,145,13,15,4,5,101,11,5,3,10,20,11,4,2,12,145,11,1,6,0,134,11,2,6,5,148,12,0,6,2,110,12,9,5,1,11,9,0,8,8,1
4,8,1,2,2,3,0,1,0,0,133,12,2,4,2,127,12,4,0,3,151,13,4,1,5,151,11,5,4,3,5,9,1,5,4,137,13,3,3,2,130,12,4,3,3,160,12,3,3,1,156,11,1,4,3,38,10,3,3,3,1
8,6,0,3,0,5,0,1,0,0,109,11,1,7,3,131,12,6,4,3,145,12,1,2,6,160,11,1,2,1,14,9,2,2,4,156,13,7,2,1,118,11,0,1,8,166,12,6,2,3,173,12,3,3,2,19,8,1,3,7,-1
4,4,3,0,3,0,2,0,0,0,128,12,4,2,2,134,12,5,1,4,178,13,4,4,3,163,11,4,4,4,23,9,1,5,10,134,12,2,3,4,106,11,2,6,3,191,13,7,4,2,125,11,4,2,5,9,9,1,3,5,1
3,2,1,0,3,2,2,0,0,0,145,14,5,3,6,142,12,8,5,4,182,13,6,4,3,92,10,0,7,4,25,9,2,4,5,119,12,6,5,2,133,12,2,6,9,124,12,5,5,3,194,13,5,2,4,10,10,5,3,9,1
8,2,1,1,1,2,2,0,0,0,164,12,0,1,2,126,10,1,2,1,159,12,2,4,0,121,10,0,3,3,29,8,2,3,1,150,12,1,1,2,133,12,3,1,5,180,13,5,0,2,141,10,4,1,2,8,10,0,2,8,-1
1,0,1,1,6,2,1,0,1,0,145,12,2,0,5,168,13,4,0,5,100,11,1,1,5,148,11,7,1,2,12,10,1,3,9,115,11,0,5,0,130,11,0,4,5,169,12,2,2,0,169,11,2,1,1,23,8,1,3,4,1
2,6,2,0,0,3,0,1,0,0,122,12,1,4,0,143,12,6,3,1,156,13,3,2,5,149,11,1,1,2,30,9,0,2,4,161,13,6,2,1,144,12,3,1,3,155,12,0,5,2,199,12,1,1,3,26,10,2,2,2,1
4,3,2,0,7,0,1,0,1,0,162,13,3,2,2,133,12,6,1,4,192,14,10,1,5,157,11,6,1,8,21,9,0,2,15,92,10,0,8,2,121,11,3,2,0,157,12,1,4,0,130,10,2,6,0,27,9,1,5,3,1
5,5,1,0,9,0,0,0,1,0,121,12,4,2,2,105,10,5,1,3,141,11,4,0,5,135,9,3,1,6,2,8,3,3,8,81,10,1,5,1,115,10,2,4,2,100,9,2,2,1,79,7,1,6,3,21,7,1,2,3,1
3,10,0,2,2,5,2,0,0,0,143,12,0,2,6,108,11,6,3,1,115,12,6,7,1,109,10,0,2,1,13,10,1,1,2,138,12,1,5,1,144,12,2,2,5,123,13,5,5,4,177,11,7,1,1,6,10,0,0,8,-1
8,7,0,2,1,2,0,1,0,0,58,8,2,5,0,107,10,0,6,0,89,9,3,7,0,77,9,1,9,5,16,9,2,4,3,119,12,8,0,1,96,11,4,1,11,98,11,9,3,6,127,10,8,2,2,16,9,2,2,7,-1
5,2,0,3,2,3,1,1,0,0,116,11,1,6,2,135,11,2,5,3,108,10,0,6,1,140,11,7,4,3,24,10,3,2,4,136,13,6,2,3,124,11,3,4,4,113,12,4,3,3,132,11,7,3,3,27,10,3,1,11,-1
4,0,2,1,2,0,2,0,0,0,145,13,2,1,1,143,11,2,2,4,174,13,2,3,4,120,11,5,3,1,19,10,1,0,7,135,11,2,2,3,163,13,2,0,1,124,11,0,6,2,147,11,5,2,1,29,9,0,2,5,-1
9,2,3,0,5,0,2,0,0,0,157,13,3,2,3,137,12,4,1,4,138,12,7,4,2,157,11,5,1,6,11,10,0,4,7,122,12,1,6,2,99,11,5,2,3,140,11,1,3,4,114,10,4,4,3,33,9,2,5,3,1
5,8,1,2,2,6,0,1,0,0,134,13,5,5,2,97,12,5,4,3,115,12,3,8,3,171,11,0,4,7,20,11,6,4,5,125,12,8,4,2,113,11,5,4,4,172,14,7,3,1,116,11,2,4,5,35,10,3,4,5,-1
9,9,2,0,1,6,1,0,0,0,91,13,6,8,2,81,12,12,12,8,77,11,2,11,7,102,11,6,11,9,3,9,4,12,11,112,13,7,8,7,94,11,6,10,19,144,14,21,4,8,128,12,19,4,10,24,11,1,4,29,-1
7,9,0,2,1,2,0,1,0,0,111,10,2,3,1,99,11,4,3,0,97,9,1,4,2,80,8,0,6,0,19,8,0,7,1,104,11,2,3,1,149,12,10,0,1,88,10,1,3,5,137,10,10,1,3,3,10,0,0,15,-1
2,4,0,2,2,7,1,1,0,1,128,12,4,4,2,110,10,2,6,0,95,10,1,9,4,163,11,3,5,3,2,9,0,5,4,131,13,5,0,9,17,10,1,1,7,148,11,5,4,4,149,12,11,3,2,147,13,7,2,13,-1
1,1,2,0,5,0,1,0,0,0,136,13,9,2,1,97,10,5,2,5,123,12,7,1,2,134,11,6,4,7,23,8,2,2,5,51,9,1,10,2,85,9,3,3,2,115,11,0,2,1,94,9,3,7,3,28,8,4,7,3,1
3,10,1,1,1,2,0,1,0,0,78,11,1,5,1,116,11,4,6,4,97,11,4,7,6,116,12,11,5,8,31,10,10,5,8,143,12,3,0,6,139,13,10,3,7,76,10,4,8,4,112,11,4,11,9,58,10,7,8,3,-1
2,3,2,0,3,1,1,1,0,0,149,12,7,2,1,125,12,15,2,9,125,11,4,4,7,131,11,7,7,9,2,9,2,6,12,93,10,1,7,2,94,9,2,7,4,57,9,3,5,5,94,10,12,7,5,20,9,3,9,11,1
7,4,2,0,2,2,0,0,0,0,120,12,7,4,1,85,11,6,5,10,73,11,4,4,5,104,10,7,9,7,21,9,1,9,14,98,12,2,6,7,4,10,5,3,18,100,12,12,4,6,118,12,10,2,12,79,11,2,10,9,-1
2,0,2,0,2,0,1,0,0,0,165,12,3,0,3,113,11,10,1,3,110,10,0,2,8,106,9,4,2,9,26,8,4,0,7,81,9,0,5,0,71,8,2,6,1,110,10,1,2,1,115,9,2,4,2,25,8,0,4,1,1
4,4,3,0,6,1,0,0,0,0,110,11,4,6,5,128,12,6,1,12,153,13,7,1,4,168,13,10,1,9,15,10,2,7,15,146,12,3,6,1,117,11,8,7,5,113,11,1,5,4,68,10,2,5,8,61,10,2,6,3,1
4,0,1,0,1,0,0,0,0,0,109,10,1,0,3,107,10,6,1,4,118,12,2,1,5,100,9,5,1,4,1,8,0,2,4,80,9,0,3,1,100,9,2,3,0,132,10,1,3,2,133,9,1,4,1,27,8,1,1,1,1
2,8,1,2,1,3,0,1,0,0,125,12,3,2,2,184,13,4,2,2,143,11,2,3,1,153,10,2,1,1,17,10,0,1,5,174,12,2,2,0,119,12,4,2,3,139,12,2,2,3,168,11,0,3,2,30,9,1,2,3,1
1,1,3,0,3,2,1,1,0,0,119,11,3,9,5,149,14,15,4,9,10,10,3,4,12,160,12,6,4,7,146,13,3,5,10,87,12,8,6,4,116,12,4,10,11,144,13,5,4,4,138,12,7,5,2,33,10,2,5,8,1
3,7,0,2,1,3,0,2,0,0,113,11,2,5,1,121,11,3,3,3,117,11,3,9,5,121,10,4,3,0,17,8,0,4,4,124,13,3,1,2,82,11,5,5,7,128,12,12,4,5,123,10,2,1,1,31,9,2,1,7,-1
3,2,1,1,4,0,1,0,0,0,137,13,8,0,0,150,12,5,2,6,119,11,5,4,5,135,10,3,2,1,17,7,0,1,4,101,10,2,4,1,88,9,2,7,2,102,10,3,4,3,115,9,2,1,2,3,8,0,5,4,1
2,3,2,1,3,2,1,0,0,0,100,11,2,3,4,90,11,6,4,7,128,12,6,3,5,121,11,5,5,5,17,10,3,7,12,24,10,2,5,13,120,12,3,4,5,97,11,2,6,14,146,11,9,4,6,153,12,7,4,3,-1
4,6,2,1,1,3,0,1,0,0,94,11,2,3,1,166,11,4,1,0,21,9,1,3,3,125,11,3,2,3,123,13,4,4,2,119,11,1,2,0,154,11,3,1,4,15,11,1,2,2,153,13,6,6,2,180,14,2,3,5,-1
2,9,0,3,2,5,2,0,0,0,146,12,0,4,2,139,13,6,3,5,134,12,8,2,6,149,12,4,2,5,25,9,1,4,5,116,11,1,9,1,107,11,2,5,4,162,13,5,2,5,179,12,5,2,5,4,10,2,1,9,-1
4,4,0,1,4,0,1,0,0,0,79,9,5,0,3,121,11,2,3,6,3,9,3,0,12,114,10,8,1,8,98,10,2,0,0,20,8,0,5,0,82,10,0,2,2,96,8,0,8,1,98,10,1,2,2,86,9,3,3,0,1
9,2,0,2,6,4,2,0,0,1,132,12,2,5,3,111,11,8,4,5,133,13,6,5,3,97,10,3,8,2,6,9,1,9,3,115,12,9,7,3,152,12,3,3,3,118,12,2,4,6,146,12,11,5,13,15,12,7,2,16,-1
6,4,2,0,6,0,1,0,0,0,134,12,8,4,0,109,10,2,0,3,84,9,0,3,1,132,10,8,1,3,5,9,2,1,10,97,10,2,6,0,83,9,1,4,3,97,10,5,0,2,95,9,0,5,1,9,7,1,5,1,1
6,0,1,2,1,8,0,1,0,0,135,12,6,4,4,78,10,2,5,7,100,11,4,4,6,109,10,1,3,3,29,9,2,5,4,120,12,7,7,4,145,11,5,3,4,82,10,3,3,7,202,12,6,1,6,6,9,0,1,13,-1
1,0,0,3,2,1,1,0,0,0,146,12,3,3,2,136,12,3,4,2,146,12,2,4,2,124,11,3,4,1,11,7,0,6,3,130,12,1,5,2,149,12,8,2,9,129,12,1,1,14,147,12,5,3,7,6,10,6,0,12,-1
2,0,2,1,2,1,1,0,0,0,106,11,3,3,2,106,10,3,4,7,146,12,5,2,5,105,10,5,2,6,20,9,0,2,9,176,13,3,0,3,103,10,2,5,9,146,12,3,5,3,170,11,4,3,2,7,9,1,3,6,-1
10,5,1,1,2,1,0,0,0,0,126,11,3,7,0,145,12,8,2,1,99,12,1,4,6,148,12,14,2,6,11,10,1,0,19,83,12,4,2,5,100,11,5,2,4,86,11,3,7,4,152,11,1,7,3,25,9,2,9,4,1
10,1,0,1,1,2,0,0,0,0,105,10,2,6,1,104,10,4,7,1,146,13,2,3,3,123,11,6,5,3,8,9,2,8,5,94,12,4,3,3,105,12,7,1,11,87,11,2,3,3,168,12,8,4,7,29,10,8,5,5,-1
8,7,1,2,1,4,0,1,0,0,160,13,7,2,1,90,10,3,6,2,104,12,0,5,5,139,11,3,3,2,11,10,2,2,7,135,13,2,3,2,113,11,6,1,7,74,10,6,4,3,172,12,4,3,6,26,9,0,4,9,-1
9,1,0,3,3,0,2,0,0,0,195,13,3,2,2,126,11,0,2,1,129,11,1,0,0,183,12,3,0,0,17,8,2,1,5,121,11,0,4,2,149,11,3,1,1,188,12,0,0,1,166,11,2,1,0,41,9,0,3,5,-1
3,2,1,1,3,1,2,0,0,0,155,13,7,3,4,140,12,3,3,5,133,11,3,2,4,156,12,5,1,4,32,8,0,3,7,28,9,0,4,7,150,12,4,5,4,147,12,6,4,1,150,10,2,3,1,134,12,0,2,4,1
7,2,1,2,3,1,2,0,0,0,157,12,2,4,4,148,13,9,1,4,130,12,4,0,2,125,10,2,4,4,15,10,1,3,7,131,12,1,5,3,120,11,6,7,3,139,11,1,2,2,199,11,3,2,3,21,10,1,2,6,-1
10,9,1,1,0,6,0,2,0,1,146,12,0,4,0,130,11,3,4,3,128,11,1,6,1,146,10,4,3,3,16,9,1,4,5,177,13,4,0,1,134,12,3,3,8,116,12,9,3,3,160,12,2,1,8,26,10,3,2,7,-1
8,1,0,2,1,1,1,0,0,0,181,13,0,5,2,134,11,1,3,0,160,12,3,2,2,186,10,1,1,2,2,10,0,0,4,143,13,0,1,7,176,14,6,1,5,142,13,4,2,2,161,10,0,1,2,34,9,1,0,0,-1
1,2,0,2,5,3,1,1,0,0,128,12,9,5,1,116,11,1,2,5,186,12,2,2,3,165,12,6,3,2,29,9,1,2,8,139,12,2,3,0,154,12,0,5,2,135,12,10,3,0,170,12,1,4,3,13,10,1,4,7,-1
5,9,2,1,1,4,0,1,0,0,141,12,1,3,6,132,12,9,4,3,145,13,1,2,4,132,10,3,5,7,29,9,1,3,8,173,13,5,3,1,154,12,3,1,6,120,11,2,5,6,166,12,5,2,7,24,9,2,4,12,-1
7,0,1,1,2,3,1,0,0,0,177,13,3,1,2,133,13,9,4,4,112,12,3,1,7,135,11,0,3,6,14,10,2,3,4,116,11,3,6,3,149,12,4,1,2,140,12,4,6,2,178,11,0,1,2,8,9,1,3,4,1
6,6,2,0,3,1,1,1,0,0,109,11,5,3,5,118,12,2,3,1,131,11,4,0,4,122,11,4,3,4,9,9,0,2,7,193,14,6,0,0,93,10,1,3,1,106,11,2,3,1,130,10,1,6,1,29,10,1,3,2,1
3,0,1,2,0,3,2,0,0,0,129,11,1,2,1,130,11,3,3,1,126,11,1,3,2,151,11,2,3,3,25,9,2,4,5,148,13,2,1,0,116,11,5,1,5,134,12,3,4,5,159,12,5,3,2,29,8,0,0,9,1
6,2,1,1,5,0,2,0,0,0,147,12,6,2,6,137,12,5,2,8,119,11,4,2,4,94,10,5,2,8,36,9,1,4,8,92,10,2,6,2,101,11,0,3,9,139,12,3,3,3,159,11,5,7,3,36,10,3,3,8,1
1,2,2,1,2,4,1,1,0,0,145,12,5,4,2,168,13,2,4,6,180,13,5,3,1,147,11,4,3,2,8,10,0,2,4,105,12,3,5,5,169,14,8,1,6,141,12,2,7,5,122,10,2,1,2,16,10,1,2,6,-1
6,10,0,3,3,5,1,1,0,0,152,12,2,5,0,158,12,1,4,1,188,13,2,4,1,136,11,0,2,2,15,9,2,6,2,120,12,5,3,4,136,12,6,1,1,132,13,7,1,5,171,10,2,1,4,15,10,1,1,8,-1
9,2,1,1,2,2,2,0,0,0,143,12,4,5,7,139,13,10,4,7,135,13,6,1,5,122,11,2,7,5,29,9,0,7,11,162,12,4,4,4,109,11,2,7,6,125,12,5,4,2,174,12,9,3,4,21,11,4,4,13,1
7,0,1,2,2,4,0,2,0,0,153,12,1,10,0,142,12,6,3,3,162,13,6,3,1,118,10,0,6,5,20,10,3,5,5,109,13,7,2,7,145,13,8,1,5,109,12,4,5,8,163,12,5,5,2,28,11,3,3,8,-1
4,0,1,1,5,0,2,0,0,0,124,12,3,1,10,118,12,7,1,5,128,11,8,4,2,123,10,3,3,9,24,9,0,1,10,135,11,1,6,1,101,10,2,3,3,119,11,4,2,2,104,9,2,7,5,34,9,1,3,4,1
1,9,0,1,0,11,0,2,0,3,33,8,2,2,5,88,9,2,7,4,66,9,4,4,0,106,9,3,5,4,62,9,2,4,2,136,11,3,3,4,114,11,7,1,6,142,11,7,3,3,7,9,0,4,11,142,11,5,2,3,-1
1,1,2,1,6,1,1,1,0,0,151,13,5,9,3,113,11,5,3,2,139,12,4,5,1,165,10,4,3,4,19,9,1,4,5,110,12,7,5,6,137,13,10,2,9,112,11,2,2,6,144,11,3,5,2,17,10,2,5,8,1
5,1,2,1,5,2,2,0,0,0,145,12,4,1,3,154,13,7,3,6,122,11,2,3,6,141,11,2,2,9,24,10,5,2,6,123,9,1,4,0,27,9,0,7,2,183,13,5,3,4,154,12,4,4,2,81,10,1,2,2,1
10,0,0,2,3,2,1,0,0,0,140,13,5,5,5,142,13,5,1,6,132,12,4,2,5,143,10,1,4,2,15,10,4,3,6,110,12,2,6,3,129,11,5,5,2,130,12,1,3,4,184,12,3,2,3,33,9,4,3,4,1
6,9,0,2,1,5,0,2,0,0,147,12,2,2,1,177,13,4,2,2,150,12,2,5,5,128,10,2,3,4,14,10,1,2,7,154,13,2,1,1,141,12,3,3,3,129,12,2,4,5,157,10,5,1,3,30,10,2,2,7,-1
1,2,0,2,4,2,1,1,0,0,138,11,3,4,2,127,12,5,4,5,146,12,3,4,5,133,10,2,7,3,22,8,2,10,4,107,12,8,5,6,175,14,12,1,6,128,12,5,3,1,109,10,2,3,11,7,10,2,3,12,-1
6,9,2,1,1,3,0,1,0,0,177,12,1,4,3,114,12,5,4,6,14,10,1,2,7,178,11,4,3,2,125,12,5,3,0,172,13,5,2,1,137,12,5,3,5,140,12,1,2,6,143,12,4,5,2,16,8,1,4,7,-1
2,1,1,0,2,3,1,1,0,0,171,13,4,2,3,129,11,2,1,3,122,11,1,0,4,154,10,1,3,2,30,9,0,3,2,140,11,0,4,3,162,13,5,2,1,184,12,2,1,3,157,10,0,1,6,28,9,2,0,4,-1
3,0,2,1,3,1,1,1,0,0,136,13,1,3,1,136,13,8,1,6,151,12,6,2,2,11,9,1,1,8,152,12,3,3,6,155,13,2,1,0,181,12,2,6,1,124,11,2,4,4,145,10,3,3,2,15,9,1,5,5,-1
2,6,1,2,1,2,1,1,0,0,169,13,1,2,1,169,13,6,2,3,110,11,6,5,3,139,11,2,5,3,31,9,1,4,7,161,13,0,2,1,158,12,6,2,1,138,12,4,7,3,163,12,7,3,5,8,9,1,2,12,1
9,7,0,2,0,7,0,2,0,1,106,11,0,8,6,135,11,6,5,3,99,10,2,6,3,141,10,5,5,4,6,9,0,3,9,134,12,7,3,10,132,12,9,0,9,140,11,4,3,4,159,11,4,2,9,34,9,3,5,10,-1
7,6,0,2,1,2,0,2,0,0,162,12,1,1,0,129,11,0,3,2,183,12,0,2,0,153,11,2,0,0,25,10,0,0,3,177,13,1,0,2,151,12,5,0,1,145,13,0,0,5,156,10,0,2,2,23,10,0,1,2,-1
4,3,2,0,1,3,1,1,0,0,96,12,2,4,3,85,10,4,5,8,99,11,7,7,5,134,10,5,7,4,12,10,2,2,9,127,12,2,2,4,138,13,9,5,5,103,11,6,6,2,116,11,2,4,9,44,10,6,3,7,-1
6,6,0,3,0,6,0,2,0,0,120,11,1,4,1,112,11,4,5,3,184,13,2,1,5,154,11,1,2,6,28,9,3,4,7,210,14,6,1,0,166,12,4,4,3,167,12,0,1,2,156,11,2,3,5,24,9,4,2,3,-1
6,9,1,1,1,1,0,1,0,0,162,12,2,5,2,108,11,3,3,6,181,13,5,2,1,159,11,5,2,2,5,9,1,2,9,124,13,4,3,4,151,12,3,3,4,174,13,5,1,3,154,10,1,5,4,4,9,1,4,5,-1
4,7,3,0,4,3,0,1,0,0,147,12,5,8,2,116,13,7,4,6,144,12,3,4,6,185,12,7,1,5,15,10,2,0,12,141,12,3,5,6,143,13,8,3,3,168,12,4,6,5,128,10,1,6,2,34,10,1,4,5,1
8,6,1,1,1,6,0,2,0,0,100,11,0,4,2,136,12,4,1,3,107,11,1,5,3,185,12,5,3,5,38,10,2,1,9,196,14,4,1,1,139,12,6,2,3,166,12,2,2,3,162,11,0,2,4,23,8,2,5,2,1
7,1,0,2,1,4,1,0,0,0,151,12,2,4,3,103,11,2,5,2,139,12,6,7,1,123,10,3,8,4,3,10,1,5,7,140,12,4,4,0,116,13,9,3,9,158,14,9,1,7,150,12,6,3,9,31,11,1,3,14,1
10,6,2,1,1,4,0,2,0,0,114,11,4,5,1,104,10,2,4,2,105,11,1,2,3,185,12,0,1,4,19,8,1,1,0,168,13,6,1,0,146,12,4,2,3,172,12,2,1,2,153,10,0,3,1,33,10,1,1,5,-1
3,0,1,2,5,2,1,0,1,0,138,12,0,2,8,122,11,4,0,3,149,13,10,2,3,160,11,2,1,2,29,8,0,1,5,174,12,1,3,3,120,11,2,4,3,107,11,2,6,1,161,10,0,3,2,13,9,1,0,3,1
2,3,2,1,4,1,1,1,0,0,147,12,4,0,4,131,12,4,1,10,186,13,3,2,7,157,11,5,2,0,27,10,2,1,10,107,11,0,6,0,122,11,2,3,2,147,12,2,3,1,122,10,1,4,2,39,9,1,2,2,1
1,0,1,2,2,3,1,0,0,0,119,12,3,1,8,122,12,11,3,7,152,12,7,3,8,119,11,1,3,5,4,9,0,2,12,108,11,2,8,3,96,10,5,4,3,143,11,1,5,2,195,11,4,2,3,9,9,0,3,5,1
2,2,1,1,1,1,1,0,0,0,152,12,4,2,0,100,11,4,4,5,123,11,1,7,2,176,11,4,3,2,31,10,1,1,8,155,13,4,2,1,133,12,6,1,6,131,12,3,5,5,161,11,1,2,3,32,9,3,4,5,-1
2,0,3,0,3,0,1,1,0,0,172,13,3,1,1,124,13,8,1,1,173,13,2,2,4,196,12,1,0,6,29,9,0,1,7,145,12,1,3,0,158,12,2,2,2,172,12,2,3,1,167,11,0,4,0,32,10,0,2,2,1
7,1,1,1,3,3,0,1,0,0,125,12,5,3,1,117,11,4,4,5,214,14,3,3,5,166,11,2,2,2,27,9,1,5,6,120,12,1,4,5,123,12,8,1,3,165,12,2,4,1,151,12,4,2,3,34,9,2,4,11,1
9,0,1,1,4,2,2,0,0,0,131,12,6,2,2,160,12,5,0,10,182,12,4,3,4,160,13,2,1,10,35,10,0,1,8,158,12,0,2,1,98,11,4,4,2,158,11,0,5,1,204,12,2,3,3,29,9,1,3,3,1
3,2,2,1,4,1,2,0,1,0,160,13,4,1,4,131,11,1,0,5,134,12,6,4,1,162,11,2,3,3,22,9,1,2,5,137,12,0,3,1,129,11,6,3,2,120,12,0,4,1,146,11,3,4,1,10,9,1,0,4,1
3,2,2,1,5,2,2,0,0,0,125,12,3,4,3,138,12,5,4,7,159,13,5,2,6,179,11,3,1,3,35,10,1,1,5,193,13,4,4,4,102,10,4,7,4,123,11,3,2,0,140,11,1,1,4,12,9,0,3,5,1
9,7,0,2,1,2,1,1,0,0,134,12,4,3,1,151,11,1,3,0,140,11,2,4,0,137,10,0,2,0,45,9,0,3,3,163,12,0,3,0,134,12,3,0,6,170,11,1,1,5,158,14,7,2,1,25,9,4,1,4,-1
2,0,0,3,2,3,1,0,0,0,127,11,3,6,2,117,12,5,2,5,150,12,4,3,2,172,11,0,3,2,32,9,0,2,4,115,12,3,6,2,151,12,7,1,2,161,12,1,2,4,26,9,2,1,7,134,11,3,2,6,-1
4,1,0,2,6,2,0,1,0,0,135,12,2,5,6,189,14,12,0,11,68,11,9,5,9,123,10,7,2,5,20,10,1,2,22,131,11,3,4,4,88,10,3,9,3,115,11,5,5,5,142,10,3,8,1,6,8,0,5,7,1
9,8,0,2,0,6,0,2,0,0,119,11,0,3,3,80,10,3,9,4,100,12,8,10,1,139,10,1,9,3,23,10,0,8,5,166,14,3,3,7,167,14,8,2,13,181,13,14,2,6,108,12,12,3,5,33,11,2,2,16,-1
9,0,0,2,2,7,0,2,0,0,126,12,3,6,1,70,9,1,8,1,143,13,6,6,1,134,12,4,9,6,21,8,4,8,7,125,13,8,4,5,126,12,10,3,3,165,13,11,1,11,148,11,6,4,5,36,10,2,6,14,-1
9,2,0,2,2,2,2,0,0,0,128,13,0,1,8,132,13,9,2,3,145,12,4,1,2,181,12,5,4,3,18,8,0,7,6,177,13,1,5,0,158,12,2,5,5,156,12,6,2,2,160,11,5,3,7,30,9,1,3,7,1
9,1,1,1,2,3,1,1,0,0,149,12,2,5,2,103,10,3,6,4,154,13,5,0,3,123,10,2,5,4,30,9,1,4,2,148,12,4,3,2,138,12,4,3,7,182,12,2,4,1,170,12,8,2,3,31,9,2,1,13,1
8,2,1,0,6,0,2,0,0,0,113,13,3,2,5,145,13,14,1,4,199,13,3,0,6,146,12,6,1,6,21,10,1,1,15,157,12,1,4,2,97,10,2,7,0,133,11,1,5,0,144,10,1,4,0,33,8,0,7,1,1
4,7,3,0,7,2,1,1,0,0,138,12,5,3,2,110,12,4,3,11,165,13,6,3,4,197,12,10,2,2,30,11,2,2,15,178,13,4,4,3,136,12,4,3,3,157,12,2,5,3,126,11,3,9,0,13,9,0,6,6,1
1,0,1,1,8,1,1,0,2,0,151,13,6,2,8,127,11,4,1,8,68,12,17,1,5,133,11,2,5,10,37,10,5,5,6,110,11,3,10,2,126,11,7,6,2,89,10,0,7,2,132,10,0,7,4,10,9,4,4,6,1
3,2,2,0,4,1,2,0,0,0,135,13,7,6,7,150,13,6,5,7,144,13,14,4,5,110,11,2,7,11,18,9,3,8,9,160,13,4,8,5,118,12,10,5,4,130,11,3,10,3,124,11,10,6,6,24,9,3,3,13,1
3,8,0,3,1,3,0,1,0,0,104,12,4,7,8,166,12,5,2,6,121,12,3,10,5,109,12,15,5,2,9,11,5,1,12,146,12,4,7,1,232,15,7,3,7,133,13,9,7,7,144,11,3,7,1,19,9,2,8,3,-1
