summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
EsSb8LPkchlIS6OQkSuY2iEMmgisggZVrYqN9ZtuBJtLuA,Suportekus,564,I,129,95,False,False,False,True
-bZaIJAC25ONaNasidZtMh282q5IqJlYKkeznm5QcxfzTUKllqRF68pfqQ,KebabMaker42,507,I,80,48,False,False,False,False
-m5ayZIKweD5aKEZQE7WMFAmXQmKFj84UI8SssTZj-SXcgI,Düt Düt Is Back,542,I,94,75,False,False,False,False
sdN2CYpDKxohMFRCarihIEoCYqaiDX28ZYkO52eaMnC98SY321zyz8fPMQ,Üzgün Kedicik v3,581,I,359,284,False,False,False,False
aLD8CoQFkE9TTF0DwGssJEPoFhm6tvwvYoy3aJ2eumyvqbA,Yavuzmacun,839,I,244,208,True,False,False,False
VOaRMMuLAPw-ZMEntQFP47d2ECzISdxl3UBCYZlbPTLRag,Estorea,547,I,536,472,False,False,False,False
6_u66g208posWoI2cuUef4FLGZ1c_svPcX983C1uFxRXqXg,Çoğa Khan ,523,I,204,187,True,False,False,False
pFM4oqZUELJfdHzs2tW6vgN_2sX0WKbNmWnEUYYLDIUeRw,cutie paws,752,I,155,132,True,False,False,False
nO0Jb5tdfYO4EL4dI71XBHgEXhnmFWhZH2KH7tiiBk4oUYE,FîrFîr v2,544,I,196,131,False,False,False,False
FeyNyuZFj4U_kpMqukaKNs-t7jkY6wx23ssEQTk1KRD3yg,Uchiha Sarada ,612,I,175,131,False,False,False,True
H8aU-AZhbFf08t1ZhhnnXfq67rIsb-DpIILQ4B4vbVV8xzM,Aizel,855,I,77,53,False,False,False,True
abGR7fnKd0FqNmY0ILx1j2j3gXx8uIjML4-pcxxkirIImg,KheanJaii,699,I,277,227,True,False,False,True
mMa33su_qzfGY-Kgi3Ar1L9PQD0VFO21lgMMwD2fNQ4hVPY,ZØRO,691,I,279,227,False,False,False,False
SQxc78xCuWchj4jOGpds6b2aGHx4tOkDGsWz0r5i4OPM0dA,AYAK FETİŞİM VAR,504,I,148,135,False,False,False,False
pIXT9bvpFgPAVlUt_RgjkdfGeE4ux7j2SvRQH8W6oEu0iRM,HaIsey,941,I,121,70,False,False,False,False
zsugN9pZsSt0-ogLDm68H5VBFDIoCqjfK1tZH1agUmrM,El Turco,1089,I,178,124,True,False,False,False
53Ga3an_i-QfYm8L52h-jQb4GXfPRPTPZc4fVh6cnn5Z,ŞAHBATUR GÖKMEN,505,I,109,84,False,False,False,True
HnPr__Txx6WwRqaCXdbmFha6aGL82ZkAS7hvrYUVb9o7,Lacris,510,I,338,318,True,False,False,False
GKYOh5uKu235NjHqIAr4joGdvWDRgY5u6f4Tn-F_ci4kf2cTmETlytILYQ,Khan XD,518,I,99,69,False,False,True,False
k6KXAA5d3F7Be47C7Vr6vOVyK02f9mEAM48-w5eA-tsh5w,Diass,1113,I,297,245,True,False,False,True
cd-NgzLDhBsQqHM3IRNnjn2vi0WLjxuGltlRNUmN3lCFqA,948,511,I,255,187,False,False,False,False
uL-GAWQRS8T1aDPmkI33cDrE1Til8GDCyqVzkQHO20zhr_g,Røsetta,637,I,379,314,False,False,False,False
tm_g22RrrcDtjyOd_mPH_4aTpYtmL4zQb5PyEnOlTGmjvQ,Puddin,513,I,137,102,False,False,False,False
jWV8-E4RCJqZs7kkAqvNU5eFgvdi9-j1lMfrKBSpPk54,Be Greater,512,I,508,474,False,False,False,True
uxvsjnrSzizk3N2n3nyxCtCJBuaKmvtM3AImso90rUJwcjgd6857tW9pnQ,1 duckinf hatw u,513,I,153,127,False,False,False,True
ZnZC7SHGQbSe9bM6AiyX1v8vV-VQqaXNkXBhisRXFZ8MZXVEZZLyRbDyBg,Way Too Paranoid,768,I,108,52,False,False,False,False
IEQjOF5rgCfTp7kqKrPBM91uPQ8KJK-pwYALXlq0zpQZGA,Sørger,520,I,78,57,False,False,False,True
aPGDH1PQkSXU5LZH7-zLjg-RS_WUywwXwYmBQDnzpt-dgg,Samuel,510,I,228,157,False,False,False,True
