champ1.1,kills1.1,assists1.1,deaths1.1,gold1.1,champ1.2,kills1.2,assists1.2,deaths1.2,gold1.2,champ1.3,kills1.3,assists1.3,deaths1.3,gold1.3,champ1.4,kills1.4,assists1.4,deaths1.4,gold1.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,champ2.1,kills2.1,assists2.1,deaths2.1,gold2.1,champ2.2,kills2.2,assists2.2,deaths2.2,gold2.2,champ2.3,kills2.3,assists2.3,deaths2.3,gold2.3,champ2.4,kills2.4,assists2.4,deaths2.4,gold2.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,first blood,first tower,blue towers,red towers,blue dragons,red dragons,blue heralds,red heralds,blue barons,red barons,win
157,3,2,3,7831,78,3,1,2,6583,166,1,1,5,5063,30,0,0,6,5184,40,0,4,5,3930,104,2,2,4,6318,68,5,7,1,6612,777,7,4,2,7668,498,7,1,0,9224,497,0,10,0,4702,1,1,1,4,0,1,1,1,0,0,-1
98,1,19,6,10656,5,11,8,4,16511,134,1,9,7,12319,236,12,7,9,17161,40,4,14,5,10036,85,7,8,5,16384,81,14,5,5,19047,4,1,15,4,14270,120,2,12,8,13748,555,7,6,7,11590,1,1,5,11,3,3,0,1,0,1,-1
39,6,6,5,13491,64,5,10,2,12041,8,13,3,3,14238,222,1,4,3,10782,117,1,15,4,8317,166,3,4,7,9605,56,4,5,7,10476,13,5,4,6,11685,51,2,8,4,12409,432,3,8,2,8094,-1,-1,10,3,2,2,2,0,1,0,1
104,1,1,7,10275,68,3,3,7,8523,147,2,3,6,8425,236,3,1,8,8359,89,2,5,3,6444,98,2,13,3,8394,120,18,2,1,15090,127,3,9,2,11764,81,7,7,4,11402,26,1,17,1,7437,1,1,2,9,0,3,1,1,1,0,-1
164,5,1,5,10153,120,3,11,3,10274,517,9,4,7,9803,222,4,7,8,9992,412,1,8,9,5558,150,3,9,2,11035,30,10,11,5,11981,18,6,9,6,10620,21,10,11,4,12167,99,3,18,5,7952,1,1,2,5,0,3,1,0,0,1,-1
98,3,4,1,8482,102,4,4,4,9938,80,4,4,5,8432,51,0,1,2,7452,412,0,4,1,4913,875,2,3,5,9003,30,2,5,1,9017,157,3,1,4,10127,222,4,2,1,9676,117,2,5,0,6935,1,-1,4,6,0,3,1,1,0,1,-1
26,1,9,5,7259,234,6,9,5,10945,119,10,5,5,14939,18,12,6,3,15029,44,1,22,3,8338,6,3,7,3,11344,102,9,4,6,12054,517,2,5,6,8139,21,4,6,10,9221,350,3,12,5,7580,1,1,6,3,1,3,1,1,1,0,1
166,10,0,10,11169,78,2,8,6,8234,42,10,2,9,14637,21,0,8,11,7890,432,1,12,5,6377,8,9,6,3,11827,102,13,7,4,14690,39,12,4,2,14041,202,6,12,6,11202,497,1,25,8,8623,-1,-1,1,10,1,3,1,1,0,0,-1
126,4,10,8,13469,59,7,8,7,10288,8,12,5,2,17118,21,3,8,13,8820,89,0,10,13,5899,24,4,5,5,10248,102,14,6,3,14392,3,3,22,6,8836,119,18,8,5,19235,497,4,25,7,8733,-1,-1,5,6,1,3,1,1,0,1,-1
14,4,2,10,11710,64,5,10,3,12170,69,8,7,6,13141,119,11,5,2,17938,497,0,18,4,8259,67,8,3,2,11930,102,1,8,5,11159,517,7,5,7,11926,202,6,6,5,11163,555,2,9,9,8553,1,1,11,4,2,2,2,0,2,0,1
150,1,5,1,6237,64,4,2,2,6034,99,4,2,0,6821,498,8,4,1,8644,497,2,10,0,6063,164,0,1,3,4367,102,1,0,4,5527,4,1,0,5,5348,236,1,2,5,5079,89,1,1,2,3800,1,1,3,0,0,2,1,0,0,0,1
59,12,38,15,16532,1,9,28,15,14913,133,18,18,19,17085,61,7,41,12,15630,157,19,18,13,19516,235,18,34,12,18895,17,17,35,15,17640,150,16,38,12,17527,51,15,36,16,17759,497,8,46,11,15489,1,1,4,3,0,0,0,0,0,0,-1
104,2,2,10,4258,79,1,4,5,4220,3,2,1,4,4316,157,4,1,2,6054,267,2,3,3,4097,62,4,6,3,6872,30,13,4,2,10951,134,4,2,2,6119,23,1,4,1,5776,412,2,6,3,4316,-1,-1,0,6,0,1,0,1,0,0,-1
104,4,3,0,10012,79,5,13,1,9065,166,4,11,2,7993,202,10,5,1,11235,26,0,9,5,5328,157,1,1,4,7130,120,1,4,4,7379,134,4,1,6,7699,29,3,1,5,6849,350,0,6,4,4570,1,1,4,1,2,0,2,0,1,0,1
164,3,5,6,9658,203,2,5,8,10876,45,9,4,8,12591,202,3,9,5,14790,40,2,11,7,8141,875,4,9,6,11874,234,15,11,3,17356,34,8,11,3,14095,711,6,10,6,11198,26,1,24,1,9821,-1,1,4,5,1,4,1,0,1,1,-1
875,11,10,6,17986,78,7,13,2,14558,55,14,6,6,15949,99,8,13,4,14562,111,1,22,4,9819,39,7,5,10,13995,79,1,7,9,9821,777,7,5,3,14986,29,5,10,8,12464,267,1,11,11,7730,1,1,10,2,4,1,2,0,2,0,1
82,2,4,7,8569,234,4,5,4,10352,43,1,8,2,8554,21,7,3,6,11739,40,5,9,5,8051,166,6,5,6,14139,76,8,3,2,12037,157,5,2,7,12407,101,5,5,3,12606,412,0,9,1,6909,1,-1,0,11,1,3,2,0,0,1,-1
79,2,7,6,7639,91,8,15,5,11752,7,10,12,2,10842,202,14,11,1,13821,43,2,18,4,7179,38,7,2,12,8832,246,4,4,9,8022,24,5,7,3,11288,498,2,1,5,8069,89,0,6,7,5195,-1,1,5,1,3,0,0,1,1,0,1
24,2,0,10,6255,104,0,5,4,6390,134,4,2,7,8352,523,1,2,6,6044,117,0,3,6,4059,164,8,4,3,10318,64,6,8,2,8831,68,11,6,2,9712,498,5,17,0,12291,89,3,13,0,6725,-1,-1,0,10,0,1,1,1,0,0,-1
27,2,8,5,11708,234,16,4,3,16894,711,9,9,4,14745,236,3,13,5,11646,267,2,21,8,10088,164,2,4,5,11647,5,3,5,7,10443,245,6,1,9,13449,18,11,3,5,17417,526,1,12,7,8043,1,-1,8,7,3,1,1,1,1,1,1
8,9,2,3,12715,107,9,4,1,10983,7,3,5,4,9022,81,4,7,3,9901,89,3,6,0,6911,39,1,1,9,7525,64,2,1,5,7300,711,5,4,5,8275,222,2,2,6,8598,412,1,3,3,5846,1,1,7,2,2,1,2,0,1,0,1
164,4,7,7,10349,203,8,2,5,11878,7,10,4,6,11491,115,4,7,2,13035,89,0,9,5,6279,777,5,6,6,10906,9,4,7,7,7462,39,8,6,6,11164,18,4,5,4,9881,267,4,9,3,7275,-1,1,9,1,2,1,2,0,0,0,1
92,3,2,3,7268,2,4,6,8,6199,38,2,2,7,5668,236,4,2,6,7149,350,0,9,5,4555,164,5,3,1,7780,107,9,7,4,8260,711,6,7,2,7906,81,8,8,3,8659,37,1,16,3,5613,-1,1,2,3,0,2,1,0,0,0,-1
24,6,6,7,13780,421,10,6,8,14919,518,10,5,8,13150,157,7,9,6,17254,40,2,21,2,10452,126,8,7,11,14830,107,12,6,7,17063,3,5,10,4,11890,115,6,10,4,14483,412,0,12,9,7697,1,-1,8,7,2,3,1,0,1,1,1
23,1,0,3,5820,61,2,1,4,6412,91,1,0,4,5340,119,0,1,5,5135,40,0,1,0,4022,24,3,1,1,8180,104,3,6,1,8593,518,4,3,0,6540,45,5,2,1,8341,43,1,7,1,5765,-1,-1,0,7,0,2,0,2,0,0,-1
24,2,1,4,6976,78,7,1,6,7796,4,2,7,4,8609,145,2,5,7,6802,555,1,4,7,5172,98,1,11,2,6876,64,10,6,1,11057,517,8,7,4,9212,101,8,8,4,9288,432,1,15,3,6272,1,-1,2,3,0,1,0,1,0,0,-1
23,5,0,5,8094,5,2,0,4,5587,134,0,3,4,5763,157,0,0,2,5627,40,0,2,3,3972,114,4,2,1,7760,104,4,12,2,9033,7,4,3,1,6910,101,2,5,1,7456,555,4,3,2,6374,-1,-1,2,3,2,0,1,0,0,0,-1
43,1,11,2,9735,60,4,10,6,10073,246,9,7,7,12524,145,13,4,4,14282,555,3,10,8,9464,68,4,4,8,9503,203,6,8,6,11375,13,11,8,5,12106,523,3,5,6,10949,412,3,17,5,8018,1,-1,5,3,1,3,0,2,1,0,1
126,3,9,2,11805,30,13,14,4,13455,39,9,9,9,12408,498,5,11,5,10410,412,4,18,4,8489,24,4,6,7,10211,64,5,7,8,10491,7,6,4,5,10665,119,9,4,7,14143,111,0,9,7,6226,-1,-1,6,3,1,2,1,1,1,0,1
104,0,2,6,6184,234,4,1,2,8345,517,3,2,4,6806,21,5,3,6,9070,350,0,7,5,5097,266,3,2,2,8405,246,9,7,2,10108,7,3,6,1,7095,101,6,8,3,8886,44,2,11,4,5596,1,1,2,2,0,1,1,0,0,0,-1
104,7,9,3,13571,121,7,8,0,10580,13,4,6,3,11024,555,5,7,2,8887,43,6,14,2,11039,24,1,2,7,7166,234,4,2,6,8034,112,4,2,4,9918,236,1,2,4,7625,432,0,4,8,5264,1,1,11,0,3,0,2,0,1,0,1
85,4,2,3,10803,35,13,5,3,12421,4,4,13,3,11973,21,8,16,6,11891,497,5,22,2,9090,24,2,2,5,10013,238,1,1,7,7210,8,3,0,5,9705,202,5,4,8,10024,267,6,5,9,8602,1,1,5,3,3,0,1,0,1,0,1
17,8,9,8,19794,72,5,17,13,13308,711,42,9,11,27280,202,10,14,12,16140,134,2,12,12,10257,876,8,12,17,14730,107,20,12,13,20814,99,8,13,13,15915,29,14,7,12,16586,101,5,22,12,13232,1,-1,11,4,3,3,0,1,0,1,1
42,10,40,12,17655,7,30,23,13,20568,99,11,43,7,16226,245,14,33,13,17513,238,18,23,19,16523,30,16,27,21,17895,72,15,27,9,17122,96,17,24,18,17603,27,9,27,18,16041,147,7,37,17,14851,-1,1,4,4,0,0,0,0,0,0,1
83,3,10,9,14973,91,15,2,10,20112,147,3,8,9,12056,21,16,7,11,19804,497,0,18,12,9590,41,8,19,5,19402,11,12,6,12,16770,711,24,15,6,22684,126,5,18,8,13486,43,2,21,6,10311,1,-1,7,5,3,4,0,2,1,1,-1
17,0,3,5,6080,11,7,3,10,9970,777,1,1,11,7780,51,2,0,3,6888,25,2,3,5,5982,126,8,7,3,12439,76,6,8,4,9614,157,17,3,2,15425,81,2,5,3,9697,12,1,13,0,6767,1,-1,0,11,0,3,1,0,0,0,-1
24,17,5,2,14092,203,3,13,5,12093,711,8,5,4,10544,21,12,12,3,11729,432,0,21,3,7623,104,0,3,10,6370,28,3,6,9,7087,42,7,5,7,10937,498,5,10,7,9249,497,2,15,7,7270,1,1,10,0,2,1,2,0,1,0,1
24,17,10,2,18841,4,3,21,11,11074,64,10,22,4,15061,523,19,17,4,18752,53,1,27,9,9248,98,1,8,8,9874,20,2,10,15,9656,38,10,7,7,13554,21,15,9,11,19251,350,2,19,9,8124,1,1,9,3,5,0,2,0,2,0,1
24,5,3,3,12184,246,8,8,6,11460,268,9,7,1,13752,523,11,4,5,13234,117,0,20,2,7948,74,4,5,8,7957,36,3,3,7,9108,711,5,3,6,10490,236,3,4,7,9988,266,2,0,5,10324,1,-1,9,4,2,1,0,2,1,0,1
266,2,7,4,8901,78,12,10,2,11735,38,10,7,3,12143,81,3,8,7,8470,497,3,20,3,8404,79,4,2,4,8234,64,3,5,6,9232,39,4,4,6,9246,21,4,3,6,7977,40,4,5,8,7054,1,1,4,2,1,1,1,0,1,0,1
24,8,1,1,10006,234,5,7,4,7562,711,4,3,3,8435,21,3,6,3,7597,37,2,9,2,5690,104,0,1,7,5026,76,8,2,4,8606,13,0,5,5,5669,202,3,2,3,7573,44,2,4,3,4970,1,1,4,1,2,0,0,1,0,0,1
78,0,2,3,4538,76,4,1,3,5556,13,1,2,2,5265,21,1,2,0,5205,44,0,3,3,3209,85,1,2,1,5632,234,10,1,0,8339,777,0,4,2,6443,268,0,3,1,5809,40,0,3,2,3805,1,-1,0,2,0,2,1,0,0,0,-1
39,8,8,6,13127,246,8,7,3,11474,79,2,8,3,8742,360,14,2,3,12941,497,1,18,4,7939,133,4,5,9,8113,76,8,4,4,10662,13,1,3,6,9406,81,4,2,8,8230,350,2,8,6,6398,1,-1,8,3,2,1,0,2,1,0,1
24,7,5,6,9778,107,0,6,7,7306,7,7,2,4,9907,119,2,3,1,9375,412,1,4,7,5282,78,5,6,9,10410,238,7,7,2,11328,127,3,11,3,9269,202,6,8,1,11751,40,4,15,2,8387,1,-1,2,10,0,3,1,0,0,1,-1
104,0,3,10,5863,30,7,3,11,8933,4,3,1,4,9372,21,2,3,6,6936,526,1,7,8,4735,24,8,4,2,10247,64,12,11,2,11186,517,7,6,2,10862,236,10,9,3,12660,267,2,25,5,7955,-1,-1,0,11,0,3,0,2,0,0,-1
85,2,9,12,9984,120,6,19,7,14624,38,27,6,4,22676,110,4,7,9,11618,147,3,22,8,9945,517,4,7,9,10731,104,7,12,8,14532,711,9,11,10,13660,236,18,9,9,20621,267,2,29,6,10558,1,-1,5,7,2,3,0,1,0,2,-1
85,4,8,8,9799,59,7,12,4,12172,777,9,3,3,14679,236,7,2,10,11238,432,2,9,5,7352,39,7,10,4,14074,121,12,8,7,11988,13,4,4,7,11846,81,5,10,5,12585,40,2,9,6,7873,-1,1,4,7,3,1,2,0,0,1,-1
85,4,7,5,12756,246,14,10,6,16900,134,4,14,5,14460,51,8,11,7,16936,111,4,16,10,9721,104,6,10,9,16804,91,5,10,8,14604,517,7,7,7,16529,21,12,10,5,19240,412,3,15,5,10095,1,1,4,9,3,3,1,1,0,1,-1
48,2,5,5,10080,427,1,12,6,7864,101,6,2,6,12025,166,13,2,8,14235,497,0,9,7,6129,92,12,5,3,15760,77,8,10,2,13808,10,2,14,7,11502,21,9,6,6,13376,89,1,15,4,7407,1,-1,2,10,1,2,1,1,1,0,-1
240,13,12,2,14585,238,12,10,5,11723,8,9,12,2,12016,29,3,10,10,7944,32,2,17,8,6258,39,7,2,14,8501,20,8,9,8,8930,13,6,5,6,9275,16,4,13,6,8270,235,2,14,5,7419,1,-1,8,3,1,2,0,2,0,0,1
875,13,5,7,16839,876,6,9,8,15405,55,4,5,10,12186,101,8,9,8,14022,432,3,16,6,10115,114,5,6,12,13799,238,20,8,7,17721,10,7,12,5,17450,21,7,7,6,15093,89,0,21,4,8735,-1,1,3,8,1,4,1,0,1,0,-1
517,5,7,4,10566,104,7,10,3,11567,126,9,4,6,13690,202,9,15,2,11513,350,3,14,5,7288,516,0,8,11,6148,245,8,4,5,9819,236,6,5,6,8786,13,6,7,6,9341,267,0,12,6,5669,1,1,9,0,2,1,2,0,1,0,1
266,3,3,2,8494,76,19,6,5,12875,777,1,7,3,8265,15,9,9,1,12337,40,1,20,2,7555,126,3,3,8,7686,9,5,4,4,8380,21,3,1,8,7440,24,1,2,5,6715,53,1,4,8,4341,1,1,9,0,1,0,1,0,0,0,1
92,0,3,8,6306,121,4,4,4,6958,1,7,6,6,9226,89,3,6,8,6479,30,4,4,6,9058,164,10,6,1,10827,876,5,11,6,11355,246,9,7,3,10101,236,3,7,5,9895,101,5,14,3,8143,-1,-1,0,11,1,1,0,2,0,0,-1
85,5,11,8,12026,64,9,13,8,13976,7,9,10,3,12982,145,11,2,2,15954,89,0,16,7,7479,6,7,4,10,10023,876,11,9,4,12376,777,1,9,8,10132,101,7,9,5,11855,25,2,13,7,7533,1,-1,8,3,2,2,1,0,1,0,1
24,0,4,5,8427,91,10,4,3,10972,142,7,5,1,10342,101,8,8,1,10792,267,5,14,4,7837,164,6,0,4,9228,30,2,5,5,8883,238,1,1,8,6551,81,3,2,9,7647,16,2,6,4,6109,-1,-1,8,2,2,1,2,0,0,0,1
240,3,5,11,9381,64,4,14,5,11349,84,9,8,8,14214,145,3,7,11,9849,526,4,10,6,8491,14,6,10,8,13480,238,10,11,4,14390,517,11,11,6,13424,101,12,9,2,16326,53,2,13,4,8344,1,-1,2,10,1,2,1,0,0,1,-1
59,3,9,5,9309,91,6,3,8,10517,61,6,9,3,12646,202,5,6,6,8657,432,4,11,5,7090,14,7,4,4,11448,5,3,12,7,9489,13,3,4,3,8926,236,14,3,5,15303,37,0,17,5,7071,1,1,3,7,2,0,2,0,0,1,-1
114,3,2,2,7909,76,4,3,0,9363,238,5,2,2,7821,101,0,6,0,6695,16,2,5,1,5470,126,0,1,3,6876,59,2,1,1,7967,68,2,2,4,6976,81,1,0,3,6772,43,0,1,3,4562,-1,1,5,1,1,1,2,0,0,0,1
54,1,1,6,6384,91,5,2,3,7907,142,3,0,3,6711,22,1,2,7,5649,32,1,4,9,4389,92,8,3,3,9701,20,7,12,3,7940,236,4,4,1,8385,101,5,8,3,8100,89,4,11,2,5752,1,-1,1,3,0,2,1,0,0,0,-1
516,8,8,7,12788,421,12,8,7,15225,7,5,4,8,11837,81,5,10,12,11450,37,2,18,9,8384,54,4,11,4,11766,238,17,12,5,16531,42,12,16,5,18508,236,7,19,10,12816,267,3,28,8,10122,1,-1,2,9,2,2,1,1,0,1,-1
114,2,3,5,7098,2,0,3,6,5583,13,2,3,6,7315,101,2,3,1,8202,43,3,3,4,5441,126,3,7,2,10439,64,6,10,4,9326,55,7,4,0,10896,115,3,4,0,9930,117,3,9,3,6586,-1,-1,0,5,0,3,0,0,0,0,-1
98,4,9,7,11610,234,7,12,8,14486,101,5,4,6,12428,236,13,9,10,20452,267,3,16,9,9522,122,7,2,5,14841,28,11,10,12,14231,39,9,9,6,18322,21,12,13,4,19502,32,1,22,5,9644,-1,-1,8,9,1,3,1,1,1,1,-1
98,3,6,6,8047,203,3,4,6,9316,3,3,3,5,8936,29,2,1,5,9010,44,0,5,3,5455,164,5,5,4,9831,121,7,10,3,12106,157,6,10,2,13508,101,5,11,0,12093,497,2,12,2,7879,1,-1,1,9,1,3,1,1,0,1,-1
777,7,3,2,7759,30,8,4,7,7651,245,3,0,0,7401,238,5,4,1,8573,44,1,12,2,5329,104,1,6,5,5167,114,1,0,9,4561,85,4,1,3,6230,236,5,1,7,5581,497,1,8,1,5044,1,1,3,0,2,0,0,0,0,0,1
8,11,10,9,16342,35,11,14,7,16138,166,12,7,14,16905,222,7,12,6,17358,101,8,14,5,14087,39,6,1,9,16879,102,7,7,10,14541,777,19,7,8,22734,498,5,5,14,13763,497,4,11,8,9297,1,1,6,10,2,3,1,0,1,1,-1
157,9,5,8,13954,238,13,11,7,14639,8,8,6,2,11579,110,11,11,6,12712,89,1,17,7,7413,875,4,7,11,9553,64,9,9,10,10452,245,7,4,3,11393,21,7,10,8,11235,412,2,12,10,7063,1,1,8,3,2,1,1,0,1,0,1
150,5,6,4,11235,203,13,10,3,16147,7,4,12,3,11170,236,3,8,6,9916,267,2,21,6,8690,122,3,3,5,8960,154,6,11,4,9689,13,5,8,4,11269,81,6,7,5,11127,3,2,6,9,6232,1,1,9,2,0,3,2,0,1,0,1
114,1,3,8,5353,245,6,1,6,7989,39,6,2,6,9102,202,0,5,3,5496,143,2,8,8,5809,78,8,3,1,8986,5,7,5,3,7910,42,3,3,2,8549,523,8,5,5,11904,43,5,14,4,8102,-1,-1,1,7,0,2,0,1,0,0,-1
13,17,14,10,22032,246,9,10,12,14792,166,9,12,13,15663,101,10,17,4,20019,497,1,29,5,11461,62,1,13,14,15159,60,8,10,10,16901,23,22,9,5,27493,110,12,10,6,21724,89,1,18,12,11657,1,-1,5,11,2,5,1,0,1,3,-1
24,5,4,8,11366,131,6,8,12,12257,38,7,11,4,14144,81,8,9,8,14638,875,4,14,7,9314,223,8,10,3,14432,141,8,15,5,15133,112,13,10,6,16555,523,9,16,8,16328,201,1,21,8,8885,1,1,3,9,1,4,1,0,0,2,-1
777,7,2,1,8582,76,7,4,3,7993,13,4,5,1,6887,21,4,7,1,6978,32,2,11,3,4728,62,1,1,3,4817,91,2,2,6,4892,117,2,0,6,4451,81,1,4,4,5927,59,3,3,5,5443,1,1,2,0,1,1,1,0,0,0,1
85,11,9,4,16045,64,12,6,8,14944,875,9,13,3,17709,101,2,13,5,13266,89,2,13,8,9062,41,12,4,8,19254,245,5,11,7,12601,246,5,12,12,11924,37,4,20,4,11610,147,2,14,6,10553,-1,1,9,4,1,3,1,0,1,1,1
41,4,8,3,16178,33,7,8,5,14095,517,4,8,3,13448,157,5,9,6,16481,526,5,12,6,10071,245,2,6,4,11569,234,7,6,6,11169,24,4,5,7,12654,498,8,9,6,16056,497,2,17,2,8352,1,1,10,2,3,1,2,0,2,0,1
122,10,7,10,13776,104,7,10,2,13458,13,8,7,6,13233,236,3,11,6,9535,267,2,16,12,9241,39,7,7,11,15510,59,12,12,6,14454,69,3,4,6,11625,29,14,2,3,16381,53,0,12,4,7383,-1,-1,4,8,2,2,1,0,1,1,-1
24,3,3,5,8180,121,15,7,1,13980,13,10,10,1,12332,145,4,9,3,10213,117,0,13,3,7100,164,7,2,3,9574,35,5,4,10,9096,134,0,5,11,7211,18,1,2,4,7579,497,0,6,4,5110,-1,1,7,0,2,1,1,0,1,0,1
58,2,4,13,9474,76,5,3,9,9182,101,3,9,3,10964,236,2,3,8,8359,89,6,5,4,8224,74,3,10,7,8651,64,8,11,1,12537,90,4,13,3,10641,114,19,7,3,17555,555,3,8,4,8449,-1,-1,2,8,0,4,0,1,0,1,-1
92,0,2,5,6107,234,6,4,5,7870,134,1,5,6,6326,236,6,1,5,9263,267,0,7,6,5044,122,8,2,1,10103,76,7,7,0,10793,18,3,3,3,7712,119,9,1,4,12480,89,0,8,5,5535,-1,-1,1,9,1,1,0,1,0,0,-1
105,3,0,5,4638,107,2,0,2,4832,115,0,3,3,5106,498,0,1,2,4928,497,0,2,2,3437,119,1,3,0,7841,104,2,4,0,7066,245,6,2,0,8166,24,4,0,2,7992,111,1,6,3,4397,1,-1,0,5,1,1,0,1,0,0,-1
41,2,4,8,8712,59,6,6,6,8904,517,5,3,7,8055,119,1,8,10,8316,25,2,9,8,6269,69,2,7,1,11467,28,9,4,4,10318,246,6,8,3,10662,18,21,3,5,15075,497,1,19,3,7232,-1,-1,1,8,1,1,0,1,0,1,-1
23,16,4,3,20683,163,10,6,8,12374,13,0,8,9,10316,498,2,5,7,9856,497,3,11,8,8073,133,3,14,13,11467,76,15,11,4,16092,39,8,5,4,14421,101,8,16,1,16222,16,1,16,9,8587,1,-1,6,8,1,3,1,0,0,1,-1
64,1,7,5,8276,234,9,6,2,10473,517,13,6,4,12990,523,3,7,3,10206,350,1,14,4,7023,58,5,4,6,9133,9,4,5,5,8385,39,4,5,7,9161,110,5,3,5,9192,63,0,7,4,6193,1,1,4,3,2,1,2,0,1,0,1
24,12,7,3,13340,64,12,10,3,12589,517,7,9,6,9990,110,2,1,1,8958,12,0,13,6,6173,39,4,1,8,9350,48,4,4,6,8869,1,1,2,5,8023,13,5,5,10,8551,25,5,7,5,7496,1,1,6,1,2,1,1,1,0,0,1
105,8,6,3,9577,141,3,2,4,7108,134,1,2,8,6756,236,6,0,7,8631,37,2,6,9,5745,84,2,3,7,5563,163,6,7,3,8853,555,2,5,3,5691,429,17,2,3,15166,143,4,5,4,6948,1,-1,2,6,1,0,1,0,0,0,-1
21,0,4,10,9343,11,5,8,13,11367,238,1,2,10,7953,523,29,10,8,25003,99,5,15,9,10895,17,13,11,5,14306,78,18,12,8,16777,38,12,5,11,13114,15,5,9,8,12487,111,2,7,9,7905,-1,1,7,7,1,3,1,0,1,0,1
875,2,3,1,5658,56,6,0,0,6048,238,1,2,0,4410,429,13,1,0,9318,143,0,7,2,5284,75,1,0,4,4128,113,1,0,3,4081,99,1,0,3,3879,81,0,0,6,3347,50,0,0,6,3227,1,1,3,0,1,1,1,0,0,0,1
67,1,0,17,6390,121,11,3,10,10255,13,4,8,12,8263,145,10,2,12,10519,53,2,14,10,7331,39,42,7,0,24973,28,3,10,4,8336,555,8,7,8,10395,110,6,8,8,8161,143,2,10,9,7901,-1,-1,1,11,1,2,1,0,0,0,-1
45,3,2,8,9123,56,1,1,8,6169,103,4,2,4,8422,96,2,5,11,7223,111,1,3,11,4733,555,12,7,6,11023,35,2,5,1,8377,99,2,4,1,5721,429,19,11,1,15803,143,7,14,2,9607,-1,1,2,8,0,3,0,1,0,0,-1
39,2,6,10,8200,102,8,5,8,11179,4,8,15,7,12414,18,6,11,6,11102,89,3,17,10,6974,24,5,7,8,12763,121,10,11,4,12510,517,15,11,2,15650,81,3,11,5,10548,30,8,9,8,11019,1,1,1,9,3,1,1,1,0,1,-1
39,11,2,7,13088,5,6,5,5,9019,7,2,7,10,7529,498,6,3,7,11512,497,0,11,7,6034,236,8,10,7,12175,131,9,7,4,12238,246,12,12,5,11406,141,2,7,9,10488,37,5,21,2,9578,1,-1,2,7,1,1,0,2,0,1,-1
23,5,5,4,11792,64,10,5,3,11277,136,1,9,3,8018,67,6,6,3,11698,37,2,13,3,8691,13,2,8,4,7664,104,7,4,4,10437,517,6,5,6,9302,81,1,4,5,7345,89,0,8,5,4948,1,1,7,0,3,0,2,0,1,0,1
84,11,9,3,15164,107,5,5,7,12977,4,6,12,9,14371,22,7,12,8,16206,412,0,8,4,8111,13,2,15,5,13795,59,9,13,7,14977,61,10,13,7,15590,202,9,14,4,15879,432,1,18,6,8731,1,1,8,7,4,1,2,0,1,1,-1
875,3,2,4,7722,141,2,4,8,7263,245,2,1,5,6455,22,3,5,7,7223,3,4,4,7,5737,114,6,4,2,8837,56,11,6,4,11252,13,4,8,2,9294,498,10,7,4,11643,497,0,15,2,5739,1,-1,0,7,0,2,0,2,0,0,-1
39,7,5,6,14481,104,16,9,4,16539,13,9,10,6,13788,236,13,13,5,17255,267,2,29,3,10800,31,3,6,4,10358,64,7,5,11,11478,112,14,2,9,18048,81,0,6,12,10563,43,0,15,11,7750,1,1,11,1,5,0,0,1,1,1,1
126,18,9,9,13871,104,11,4,1,13146,13,7,15,7,10165,22,16,2,5,14826,412,0,17,7,6264,68,6,8,12,8399,254,1,7,13,6819,875,11,3,10,11134,119,7,2,11,8379,26,4,6,7,7183,1,1,11,0,1,2,2,0,0,0,1
39,15,8,6,19313,121,16,12,13,18123,38,12,14,9,15660,81,9,7,12,16168,350,1,34,6,11063,126,9,9,10,16985,28,8,14,12,13715,91,9,8,9,15625,22,18,14,11,18945,117,2,26,11,10349,1,-1,7,5,4,1,0,0,2,0,1
85,6,5,5,10471,64,2,6,5,8490,39,2,1,7,8487,81,7,5,8,10763,48,2,10,6,6646,98,1,11,9,8100,421,6,9,2,10472,13,11,10,1,14348,69,7,9,5,12502,43,6,18,2,9305,1,1,2,9,0,4,1,0,0,1,-1
517,13,9,8,15065,81,12,12,4,17930,104,8,18,8,12773,59,11,19,8,15715,89,3,23,3,9408,122,6,8,9,13750,5,14,11,9,14710,13,6,12,10,15327,51,5,9,11,12312,432,0,21,8,8221,-1,-1,11,3,0,3,1,1,1,0,1
114,2,3,7,9245,64,10,2,7,10957,7,5,5,7,9989,81,0,4,10,6349,350,1,9,7,5691,39,7,8,3,10932,245,8,20,1,10846,127,7,11,7,10499,110,10,10,2,14559,555,6,13,5,10566,1,-1,2,10,0,3,0,0,0,1,-1
126,1,4,8,8556,121,3,3,6,7858,84,3,4,6,9261,202,6,3,4,10601,99,1,8,10,6611,85,12,5,2,12299,104,7,5,3,11048,13,5,4,2,11028,498,10,7,4,11175,497,0,17,3,7215,1,-1,2,9,3,1,0,2,0,1,-1
126,5,17,10,14472,234,15,9,8,16016,61,5,16,8,12812,236,13,9,9,18112,117,4,23,5,10990,6,9,12,8,16988,131,7,12,10,15942,39,11,7,7,16784,30,9,13,11,16131,432,4,18,6,10244,1,1,7,8,2,3,0,2,1,1,-1
164,15,9,8,14771,421,6,14,7,10885,4,8,13,7,11853,498,8,5,12,13071,497,1,20,10,7388,92,11,3,11,13362,245,18,11,5,15998,13,3,13,8,13026,145,10,11,4,15704,3,2,20,10,8887,-1,1,3,9,1,2,2,0,0,1,-1
