champ1.1,kills1.1,assists1.1,deaths1.1,gold1.1,champ1.2,kills1.2,assists1.2,deaths1.2,gold1.2,champ1.3,kills1.3,assists1.3,deaths1.3,gold1.3,champ1.4,kills1.4,assists1.4,deaths1.4,gold1.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,champ2.1,kills2.1,assists2.1,deaths2.1,gold2.1,champ2.2,kills2.2,assists2.2,deaths2.2,gold2.2,champ2.3,kills2.3,assists2.3,deaths2.3,gold2.3,champ2.4,kills2.4,assists2.4,deaths2.4,gold2.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,first blood,first tower,blue towers,red towers,blue dragons,red dragons,blue heralds,red heralds,blue barons,red barons,win
74,9,5,9,11606,523,0,7,11,8356,30,3,7,11,9385,21,5,6,11,9511,516,3,13,9,9578,43,2,38,4,10480,360,13,15,5,12173,876,3,18,3,10140,110,20,15,5,13062,38,13,9,3,11770,-1,-1,1,4,0,0,0,0,0,0,-1
7,25,17,8,17001,29,12,32,9,14125,59,14,39,9,14790,53,1,35,7,11384,777,6,31,11,13415,1,11,21,10,13667,875,16,16,13,16034,164,6,19,13,11710,235,5,21,12,12058,44,6,31,10,12787,1,-1,4,2,0,0,0,0,0,0,1
104,1,4,6,7296,78,2,13,5,6729,245,9,2,1,10125,67,14,7,2,11913,497,1,17,3,6588,887,3,1,3,7688,120,4,5,3,7877,517,4,1,5,7862,202,6,1,6,8817,43,0,7,10,5126,1,1,4,1,0,1,0,0,0,0,1
84,9,3,2,11140,246,12,8,2,11171,166,8,4,3,9370,21,6,2,6,10180,350,3,18,2,7390,236,4,4,11,6471,30,0,4,11,6037,245,7,0,7,9292,51,1,3,6,7465,99,3,5,3,6916,1,1,8,1,1,1,2,0,0,0,1
245,10,6,4,16992,246,5,9,10,14392,777,10,3,9,15786,498,4,11,3,17024,43,1,13,5,9638,48,3,8,9,15164,234,11,7,10,14679,99,11,8,3,16384,236,6,6,4,15261,267,0,18,4,9207,-1,-1,9,8,1,4,0,1,2,0,1
111,2,40,14,13017,18,15,24,12,15915,92,11,24,15,15807,268,16,21,15,15929,166,9,27,13,15391,99,11,40,9,14654,89,11,43,14,14637,517,10,34,11,13171,266,20,37,9,17352,80,16,31,10,15005,-1,-1,4,3,0,0,0,0,0,0,1
145,6,10,7,14464,117,1,29,8,11295,240,9,22,7,12968,43,2,19,9,11200,55,24,11,10,16020,161,11,14,9,12879,18,11,12,8,14082,101,11,25,8,13928,427,4,30,7,11951,235,4,28,10,12299,-1,1,4,4,0,0,0,0,0,0,1
104,3,11,11,11582,254,14,13,9,16888,20,29,9,6,20686,81,5,10,12,13105,57,6,20,8,10497,39,12,10,9,16683,887,14,12,8,20562,777,9,3,13,14099,67,11,7,11,16521,16,0,18,16,8558,-1,1,4,8,2,2,0,1,1,1,-1
164,7,7,4,11527,122,8,9,10,11210,39,5,0,7,14016,202,7,11,8,9839,711,5,12,11,8240,33,1,9,10,6093,19,4,11,8,9448,166,23,8,4,21063,119,7,8,6,13649,50,5,20,4,9759,1,1,6,7,2,2,1,0,0,1,-1
164,8,12,8,12527,141,13,11,4,15198,38,12,9,7,15053,498,1,13,4,11276,245,3,15,5,8716,122,7,6,6,11991,234,8,3,10,12406,238,6,6,6,11828,711,4,7,11,9886,432,3,11,4,7912,-1,1,8,2,3,1,2,0,1,0,1
163,6,22,12,12864,36,14,26,6,15427,101,4,27,13,12570,498,20,24,10,18226,42,10,25,13,13570,523,7,22,10,13976,25,7,28,9,13711,145,21,19,9,16271,875,11,17,13,14285,777,8,11,13,13458,1,1,4,2,0,0,0,0,0,0,1
147,3,21,7,11819,25,3,24,11,11990,236,18,7,6,16297,887,4,15,9,12050,266,8,14,10,13633,37,5,31,9,13239,96,20,18,5,17519,24,4,9,9,11649,48,1,31,5,12105,41,13,16,8,15970,1,1,2,4,0,0,0,0,0,0,-1
28,10,16,11,12795,8,12,23,10,14670,39,1,24,14,11311,64,11,21,9,14129,89,8,19,10,11813,43,7,41,6,13704,164,15,31,9,15308,24,8,16,10,12059,120,11,31,8,13960,7,13,18,10,13107,-1,-1,1,4,0,0,0,0,0,0,-1
115,7,14,10,12490,54,10,19,11,13532,26,1,9,10,9643,64,6,22,8,11793,133,20,11,13,15560,60,8,17,10,12083,161,9,27,9,13146,121,7,22,8,12472,90,7,20,8,13435,166,21,13,9,16987,-1,-1,1,4,0,0,0,0,0,0,-1
131,15,19,8,12840,13,9,13,8,11091,2,6,17,7,10723,121,8,25,7,11544,104,16,16,7,13298,147,7,25,12,12130,115,10,9,11,11095,21,2,16,11,8851,166,15,10,9,13720,497,3,26,11,9575,1,1,4,0,0,0,0,0,0,0,1
74,6,39,10,16132,21,16,33,10,18562,24,4,21,11,13790,41,15,30,8,18694,360,26,20,18,19262,104,15,23,11,19246,55,11,25,18,16394,202,18,21,12,18345,234,6,19,13,14228,54,7,31,13,15100,1,1,4,2,0,0,0,0,0,0,1
17,13,27,11,16332,126,18,28,13,17314,350,9,53,6,15848,30,10,29,14,15202,245,18,24,12,15821,115,6,25,12,14610,84,15,16,19,14667,96,2,19,13,12642,523,15,20,8,18112,102,18,11,16,15107,-1,-1,4,2,0,0,0,0,0,0,1
223,17,21,5,14163,222,16,20,8,14836,57,4,18,6,10568,154,1,23,7,10149,13,5,21,7,11809,10,7,20,7,12040,122,5,21,11,10502,202,7,19,6,12435,84,5,19,10,11526,41,9,16,9,12234,-1,1,4,1,0,0,0,0,0,0,1
122,17,15,7,15577,103,5,25,7,12802,91,11,24,12,13569,84,12,22,10,14159,31,7,25,10,12795,12,5,34,12,11838,24,7,11,13,11798,163,8,24,8,13430,517,13,18,9,13379,126,13,24,10,14484,-1,1,4,2,0,0,0,0,0,0,1
102,10,30,8,15883,4,10,34,11,15828,69,20,24,14,17252,62,4,19,11,12688,166,17,23,7,17362,86,18,18,9,16402,64,3,19,12,12689,9,7,30,10,15075,235,14,26,8,17435,30,9,21,22,13847,-1,1,4,3,0,0,0,0,0,0,1
59,0,5,7,8175,101,1,2,7,6834,8,5,0,3,13336,202,3,1,6,10087,223,0,0,5,7044,74,6,7,4,11372,246,6,13,2,12934,7,6,5,1,12528,498,6,11,2,13899,111,4,15,0,8982,1,-1,3,10,0,4,1,1,0,2,-1
107,4,5,3,14799,246,8,6,3,15193,34,5,9,4,15078,99,1,7,8,11766,80,2,7,5,8635,14,0,10,6,12079,887,5,2,4,14401,8,8,2,6,15457,202,8,9,0,14455,53,2,11,4,8564,1,1,8,7,2,4,1,0,1,1,-1
6,10,5,3,14210,79,12,4,0,14624,104,5,9,5,13370,498,1,0,2,12447,267,0,17,0,8512,59,3,3,8,10991,876,5,2,4,11099,43,1,5,4,10692,236,1,2,6,8634,3,0,2,6,5617,1,1,10,1,3,0,2,0,2,0,1
54,9,12,5,12071,14,16,10,1,14511,4,9,9,4,13498,21,11,13,3,12411,350,1,25,0,8174,27,2,6,13,9068,246,7,2,8,11147,67,4,0,11,9860,147,0,3,7,6738,99,0,5,7,7250,-1,1,11,1,2,0,2,0,1,0,1
777,1,2,4,9269,238,4,0,4,9795,38,2,3,6,8605,74,3,2,4,9481,101,0,6,6,6465,6,9,5,0,13858,32,3,11,0,10662,166,8,4,3,12728,147,2,10,5,10137,99,1,7,2,7239,-1,-1,1,11,0,3,0,2,0,1,-1
10,12,11,7,20870,27,6,23,10,18282,145,16,6,13,19879,32,15,13,12,17986,161,10,15,12,19605,23,5,9,16,15091,141,8,12,9,17767,105,17,13,11,21203,111,9,12,13,17809,81,15,10,10,19133,-1,1,10,5,3,3,0,0,1,0,1
236,2,1,14,10005,202,18,8,8,18198,26,5,22,6,13230,22,6,8,4,14185,90,6,8,6,15271,7,2,2,6,12310,64,7,9,12,15736,68,9,7,7,17055,145,2,4,10,10451,62,18,4,2,18405,1,1,7,10,1,3,0,0,0,1,-1
57,7,19,9,15841,875,22,8,7,20352,154,9,5,6,15303,26,6,16,6,15869,27,14,8,6,17870,35,5,8,13,10926,120,10,8,12,15546,45,2,6,11,12906,238,12,15,11,16665,267,5,24,11,13323,1,1,11,2,3,1,0,0,1,0,1
8,18,37,13,18483,64,13,37,13,17572,68,13,29,14,17352,29,17,32,14,19252,103,17,24,13,18016,30,6,37,22,15566,26,5,50,12,15707,113,9,37,13,16354,21,31,21,17,22198,24,16,24,14,16817,1,-1,4,2,0,0,0,0,0,0,1
53,5,15,11,13756,80,3,11,15,12553,43,3,33,4,14201,134,9,19,13,15121,96,22,10,10,20233,17,10,21,8,16022,101,10,32,8,15096,203,19,14,7,18810,517,6,22,10,14340,57,8,27,9,15379,-1,-1,1,4,0,0,0,0,0,0,-1
166,11,9,6,12367,91,10,9,2,12758,13,10,9,3,15016,81,4,14,3,12060,12,4,20,3,8459,78,0,5,7,7062,104,6,3,4,10911,245,7,0,8,14162,498,4,2,9,10303,53,0,10,11,5966,-1,1,9,3,3,0,1,1,1,0,1
266,1,3,7,9088,131,10,6,4,12203,39,9,4,6,13709,157,1,6,8,8440,99,4,8,7,7354,114,3,9,6,8874,107,6,6,8,10333,245,17,2,3,17570,18,3,7,5,11123,497,3,11,3,7211,1,1,5,9,1,2,2,0,0,1,-1
104,4,3,8,12505,246,7,7,6,14058,245,5,4,4,14644,40,2,6,8,7921,81,2,5,8,11743,6,15,6,4,18349,64,5,14,3,12763,236,7,11,6,16195,4,6,15,3,14976,497,1,16,4,8540,-1,1,5,9,3,3,1,1,0,1,-1
103,7,24,5,11351,17,8,13,4,11703,43,11,22,6,11568,143,11,20,8,12065,412,2,34,4,9773,350,4,18,4,9377,51,3,9,7,9954,40,1,12,10,8593,236,12,6,12,11898,81,7,12,6,11211,1,1,4,1,0,0,0,0,0,0,1
104,3,6,2,10217,28,10,4,3,10135,777,9,3,2,11329,236,2,7,5,8315,16,2,13,3,6417,245,1,1,2,9248,64,4,4,8,7972,68,4,6,3,8084,498,3,5,6,8549,555,3,4,7,6716,-1,-1,6,3,1,1,1,0,0,0,1
12,7,29,9,12054,235,13,19,6,13515,526,2,25,6,10810,85,10,13,4,12354,43,5,20,6,10496,84,11,11,8,11981,101,11,13,7,11809,103,5,11,7,10732,4,2,16,9,10923,268,2,19,6,9964,1,-1,4,1,0,0,0,0,0,0,1
111,8,19,9,12377,203,16,7,8,15421,30,5,18,16,12037,89,2,21,10,10961,40,1,24,11,10073,43,10,38,3,13506,236,8,21,10,12964,16,3,43,5,11551,61,10,25,8,13310,110,23,23,6,15987,-1,-1,1,4,0,0,0,0,0,0,-1
17,5,5,8,11152,102,11,10,3,15592,166,8,15,7,13635,202,15,9,4,15039,89,2,19,6,8439,164,6,9,7,12590,122,4,7,11,9591,99,12,5,7,13537,51,4,11,9,10130,117,1,15,7,6563,1,1,10,1,4,0,1,0,1,0,1
69,2,5,3,8640,203,8,3,3,10815,245,10,5,2,11760,18,9,10,7,12327,117,4,16,5,8574,104,3,6,6,8355,121,4,6,7,7427,61,7,2,4,10339,236,4,9,8,9994,40,2,11,8,6084,-1,1,5,1,2,1,2,0,1,0,1
164,2,3,6,11641,246,5,8,8,14145,31,8,4,3,16834,21,2,10,4,14867,497,0,16,5,9027,98,7,12,3,18232,234,6,7,4,14398,711,6,7,5,15540,523,6,7,3,17692,412,1,17,2,9922,-1,1,5,10,1,4,1,0,0,2,-1
104,1,5,11,10789,887,1,3,5,10247,114,4,1,8,11617,498,2,4,4,11155,89,1,5,5,6543,164,8,10,2,11858,246,9,13,3,12515,69,11,14,2,16273,236,4,14,2,14474,267,1,20,0,8745,-1,-1,3,8,1,4,2,0,0,2,-1
14,4,5,5,9004,36,4,4,7,7996,17,5,4,5,11265,21,2,4,8,8597,111,2,10,8,6741,104,3,11,6,10598,120,10,17,2,12894,876,3,18,4,10889,67,15,5,3,14101,497,2,26,2,8434,1,1,2,10,0,3,1,1,0,1,-1
236,18,16,13,12983,267,4,30,6,11147,25,3,29,9,10930,14,6,23,12,11204,7,8,17,9,11525,122,12,12,8,12389,427,2,34,6,10875,12,6,38,9,11695,523,27,11,8,16430,497,2,36,8,10596,1,1,1,4,0,0,0,0,0,0,-1
134,10,26,8,14234,101,17,28,7,15680,777,16,19,12,15775,74,9,35,8,15344,166,9,21,9,14822,876,6,21,13,13937,50,5,9,11,11837,51,7,8,9,13874,268,9,12,15,13044,39,17,12,13,16768,1,1,4,1,0,0,0,0,0,0,1
555,8,8,12,11302,86,8,16,8,12450,7,14,13,8,12429,498,7,20,8,12253,202,7,20,11,12096,4,7,18,9,11697,157,8,16,6,12540,42,8,9,10,11280,22,12,27,8,13617,64,12,15,11,12155,1,-1,1,4,0,0,0,0,0,0,-1
98,7,16,3,10901,30,7,17,6,11238,38,10,9,2,12618,202,15,14,3,13659,111,3,21,5,7839,104,4,2,9,12847,234,5,2,7,10987,245,3,1,7,10002,119,5,3,9,11146,89,2,4,10,6516,-1,-1,7,5,3,0,1,1,0,1,1
54,1,8,4,8602,48,9,7,7,11342,268,6,5,3,12321,21,4,10,6,11235,497,1,16,3,6799,164,2,10,4,11384,5,4,9,4,10955,517,13,6,5,16520,115,3,15,5,12251,201,1,20,3,8034,1,-1,1,9,2,2,0,2,0,1,-1
82,3,3,5,9847,120,6,2,4,11265,23,3,1,5,13478,81,3,6,8,10895,350,2,7,4,6903,14,1,5,3,9807,5,8,6,5,12296,69,5,5,3,11914,67,8,8,3,13382,117,4,11,3,8964,1,-1,6,8,0,4,2,0,0,1,-1
150,0,3,6,11923,104,2,3,6,12981,134,1,3,2,14072,236,4,2,7,16836,497,2,5,6,8589,78,1,3,3,14419,246,8,10,1,15973,31,13,5,1,19289,498,5,8,3,16937,267,0,18,1,10047,1,1,2,11,2,4,1,1,1,2,-1
62,3,10,8,11028,11,11,9,9,14253,99,6,17,11,12277,222,7,14,10,12707,25,13,12,9,15936,267,3,12,10,10796,236,9,8,7,16408,81,12,16,7,17227,37,9,16,6,14005,28,14,11,10,16214,1,-1,3,10,0,3,0,0,0,0,-1
31,4,4,1,8691,14,8,8,2,8555,50,5,14,3,8114,51,7,10,4,9645,43,8,7,4,7476,84,4,4,5,6722,19,3,5,7,6946,777,1,2,9,4731,523,2,2,7,6753,25,3,4,5,5655,1,1,7,0,1,2,1,0,0,0,1
875,0,0,6,3465,72,0,1,4,4281,157,1,0,6,4223,81,6,2,2,6699,111,3,6,3,5303,80,7,2,0,8278,141,7,0,0,8425,103,3,3,1,6635,360,3,1,5,5567,526,1,4,4,4544,-1,-1,0,4,1,0,0,1,0,0,-1
164,20,29,9,14595,104,15,16,5,12777,68,15,15,9,12606,113,2,39,8,10468,497,4,41,5,10648,76,9,20,9,11120,21,10,18,13,11708,420,4,16,12,10426,157,4,8,13,9545,161,8,21,9,12029,1,1,4,0,0,0,0,0,0,0,1
145,5,22,6,10371,119,9,19,9,11970,245,14,23,7,11441,15,13,30,4,13484,7,12,19,11,10910,17,7,17,10,10454,68,6,13,12,9356,85,10,12,12,10513,43,3,19,11,9613,98,11,16,8,10839,-1,1,4,0,0,0,0,0,0,0,1
58,1,2,8,5996,246,6,5,10,9550,51,2,4,9,7960,69,12,2,1,12987,43,0,10,7,6608,16,0,16,4,7396,30,10,8,4,13026,157,11,4,4,13069,67,3,4,7,9791,74,10,9,2,12351,-1,-1,1,8,0,4,0,1,0,1,-1
74,0,0,0,862,30,0,0,1,896,4,0,0,0,953,145,0,0,0,669,111,0,0,1,790,166,0,0,0,916,98,0,0,0,999,99,0,0,0,823,51,0,2,0,1173,350,2,0,0,1505,-1,0,0,0,0,0,0,0,0,0,-1
67,25,13,8,17528,117,3,40,7,12572,81,9,20,9,13852,54,9,23,12,12963,63,10,29,10,13916,246,8,14,19,12532,40,16,23,8,14869,90,9,15,10,13826,24,4,17,10,11458,432,9,24,9,12483,1,-1,4,1,0,0,0,0,0,0,1
54,6,4,9,10690,14,8,12,10,13146,99,6,9,10,13023,18,5,5,7,10597,497,1,9,13,7207,39,13,9,5,14681,35,6,12,7,10417,245,12,6,4,12231,202,15,17,4,15195,201,3,34,7,9429,1,-1,6,7,1,2,0,1,0,0,-1
122,3,3,10,6033,141,6,2,5,10175,101,2,3,8,6939,50,3,3,6,7823,57,1,7,11,5273,234,7,3,5,10034,78,2,11,2,8581,38,11,15,4,11191,110,11,11,1,11401,37,9,22,3,10739,-1,-1,0,7,1,3,1,0,0,0,-1
110,15,28,8,13909,96,12,34,6,12550,136,6,23,11,10996,555,9,16,7,12988,67,8,20,11,11401,516,7,15,10,10074,350,2,29,6,8996,43,4,18,8,9503,113,20,14,10,14304,20,10,16,16,10254,1,1,4,0,0,0,0,0,0,0,1
427,6,50,9,15730,141,26,21,14,19068,31,10,26,20,15257,99,16,34,10,18354,14,22,27,20,18439,74,14,26,13,17852,27,12,28,21,17562,9,6,30,17,15663,38,22,24,12,19425,67,19,13,17,18976,-1,1,2,4,0,0,0,0,0,0,-1
27,1,2,2,6581,5,3,3,5,8102,34,2,3,3,8469,81,1,0,6,8566,12,0,6,2,5526,58,0,8,1,9428,245,10,3,2,11170,238,5,5,2,10148,37,0,10,0,7580,89,3,11,2,7202,-1,1,2,4,2,1,1,1,0,1,-1
126,2,11,6,13837,120,8,6,7,13373,147,4,6,6,11992,498,3,1,9,11944,350,0,16,6,8856,39,3,10,8,13528,64,14,11,2,16755,517,8,9,3,13084,67,6,9,1,15807,37,3,24,3,10343,-1,1,6,9,2,3,2,0,1,1,-1
126,3,4,6,9163,64,2,5,4,8215,99,2,4,4,8171,29,6,5,9,10059,117,1,7,6,6254,114,2,7,5,9028,60,11,8,3,12770,777,6,8,2,11893,236,7,10,2,12638,37,3,19,2,9425,1,-1,2,11,0,3,1,1,0,1,-1
114,9,1,2,12029,76,9,9,1,9872,517,10,8,5,10718,81,4,13,3,10638,37,3,17,4,8186,777,3,2,4,8605,107,9,2,6,10218,112,1,2,11,7380,350,2,10,3,7139,12,0,6,11,4970,1,1,8,0,2,1,2,0,1,0,1
157,2,7,5,9774,238,15,3,2,12697,45,2,12,1,9901,21,9,4,5,10404,497,2,15,2,6994,98,1,6,7,6075,91,7,2,6,10593,350,1,9,6,5528,84,6,4,4,9126,147,0,1,7,6041,-1,1,6,1,3,0,1,1,1,0,1
35,8,18,5,10847,4,11,29,5,12570,711,8,27,4,11923,157,18,16,9,13403,89,4,28,6,10081,84,13,3,10,10857,45,4,11,9,10631,201,0,16,7,8430,6,7,10,12,11495,875,4,8,11,9564,1,1,4,0,0,0,0,0,0,0,1
164,12,8,5,15749,107,9,6,4,14578,37,5,13,3,10515,236,7,9,4,17437,117,0,15,4,9622,126,5,3,11,11930,48,4,12,6,11393,43,4,11,3,11566,134,6,9,6,11259,267,1,17,7,7676,1,1,11,4,2,2,1,0,1,1,1
3,2,4,0,5339,78,6,7,3,6698,114,3,4,0,7847,202,6,4,0,6693,89,1,8,3,4323,83,0,0,4,6006,77,1,2,6,5035,17,0,2,2,4372,236,2,1,3,5077,235,2,2,3,5001,1,1,4,1,2,0,1,0,0,0,1
202,6,12,4,11223,55,5,13,9,10660,82,6,7,4,11479,498,7,7,4,11580,102,5,17,4,11088,105,0,0,0,6923,21,2,11,9,9262,234,10,6,6,11728,51,10,9,5,11840,16,1,17,9,8752,-1,1,4,0,0,0,0,0,0,0,1
875,11,6,9,16417,234,6,11,7,11690,78,2,7,4,7945,523,5,6,4,13516,117,1,17,3,7513,126,4,7,9,13440,64,9,11,1,15254,4,7,13,4,15612,81,5,6,7,13255,37,2,12,4,9047,-1,-1,2,11,1,3,0,2,0,1,-1
92,11,2,8,15294,77,6,2,5,13084,245,8,2,5,15767,236,9,10,9,15160,267,2,21,8,9957,777,6,6,7,15976,60,11,14,9,14556,238,6,6,9,13357,202,9,9,3,16941,37,3,16,8,9088,1,1,8,8,3,2,1,0,1,1,-1
80,4,7,5,10119,59,2,8,9,7597,38,5,6,7,10145,81,4,3,6,10701,40,1,8,10,5736,104,5,6,6,11352,64,6,15,2,11735,147,10,13,1,11687,68,8,11,3,11489,99,8,19,4,11590,1,-1,1,10,1,2,0,2,0,1,-1
86,0,2,1,5261,203,7,3,0,7564,68,4,4,2,7094,22,8,4,0,7867,117,2,11,1,5924,164,0,1,4,4427,234,2,0,4,5313,21,0,0,6,4276,4,1,1,4,4899,37,1,3,3,4275,1,1,4,0,1,0,1,0,0,0,1
223,2,13,5,8640,64,11,12,4,13618,142,6,11,4,12309,21,14,12,2,14886,89,0,18,2,7327,78,2,7,6,8877,5,4,7,7,9803,777,6,4,4,12097,81,3,6,7,10790,37,2,8,9,6724,1,1,8,4,2,1,2,0,1,0,1
92,2,1,6,7665,876,5,3,3,8491,236,3,4,1,9471,81,1,2,3,6977,99,1,3,4,5608,122,4,0,3,11039,141,8,3,1,11937,55,2,4,6,7978,147,1,6,1,8180,37,2,7,1,7088,1,-1,1,8,0,2,0,2,0,0,-1
122,13,2,2,10850,120,4,7,6,9048,142,0,10,2,7500,29,5,6,4,9253,37,0,10,3,6108,67,4,3,6,9313,234,2,7,4,7564,517,7,2,3,8320,81,2,3,6,6726,350,2,9,3,5552,-1,1,5,2,0,2,2,0,0,0,1
104,4,3,1,8140,120,3,7,1,6522,142,4,1,2,6797,236,2,3,1,6587,37,3,2,3,4759,39,0,0,7,4226,234,4,1,4,6333,7,0,0,3,4052,18,2,2,2,6217,111,2,3,0,4246,1,1,4,0,0,1,1,0,0,0,1
164,9,5,8,12534,5,5,12,4,12083,711,15,12,7,13852,523,5,10,10,13084,37,5,19,8,10510,887,5,5,8,13173,91,15,7,8,16665,157,9,8,5,16900,30,4,13,14,10763,99,4,13,4,10306,1,1,5,8,0,5,2,0,0,1,-1
266,7,6,5,15592,20,6,20,4,15516,777,7,1,7,15275,30,8,15,9,16768,99,6,15,2,10643,24,6,3,6,17813,876,7,14,8,16055,157,8,5,5,16253,119,2,6,13,12053,37,4,15,2,10827,1,-1,5,9,1,4,1,1,2,1,-1
114,3,3,6,10231,64,7,8,5,10749,68,9,2,5,9847,21,6,5,10,8928,89,1,8,6,5731,75,4,3,7,9359,876,7,7,6,10261,67,6,8,1,11462,30,8,9,10,10763,37,7,19,2,10608,1,1,2,6,1,1,1,0,0,1,-1
27,8,7,4,10878,234,5,10,4,10331,238,7,7,8,10209,81,4,4,5,10163,37,1,10,7,6324,104,3,5,6,10924,517,6,10,7,11274,246,11,7,6,14233,21,6,9,4,11968,89,2,13,3,8135,-1,-1,2,7,0,3,0,2,0,1,-1
39,10,10,4,19245,35,18,11,7,16902,69,8,13,10,14670,81,6,7,4,12882,37,1,19,5,9100,777,5,7,10,12793,64,5,16,7,12165,55,13,6,11,16324,202,5,12,7,13648,235,2,19,8,10885,1,-1,6,6,2,1,1,0,2,0,1
114,7,9,8,12120,5,4,13,5,11133,68,14,10,4,14948,498,23,10,3,20152,89,2,21,6,8923,164,6,9,10,9415,234,2,12,9,10772,38,13,4,7,16437,81,5,4,15,10019,37,0,16,9,6959,1,1,10,3,4,0,1,1,1,0,1
104,4,2,9,9757,141,7,6,10,11041,68,6,6,5,10543,30,2,6,7,8837,37,1,12,7,6964,69,8,6,5,12156,246,12,6,6,12437,99,5,11,3,12524,236,12,8,4,14813,350,1,23,2,8509,1,-1,2,8,0,3,0,1,0,1,-1
122,1,3,2,7511,35,4,5,5,8232,38,3,0,6,7243,236,7,2,8,8641,267,1,8,5,5641,126,2,2,3,8624,141,11,3,4,10044,68,2,9,1,8079,18,10,3,5,11118,37,1,15,3,7170,1,-1,2,4,0,2,1,0,0,0,-1
126,7,0,4,13832,5,2,13,3,10176,18,9,11,8,13213,7,11,7,1,13021,37,0,19,4,8283,104,2,4,7,9006,2,6,7,6,10255,99,3,6,4,9535,360,7,4,5,11215,412,2,16,8,7695,1,1,10,2,0,3,2,0,1,0,1
104,6,2,6,16404,121,6,4,10,10702,101,2,9,7,10948,498,2,4,9,12607,350,1,14,7,7645,166,14,7,1,17265,120,10,18,3,15615,147,2,16,4,12928,202,8,10,5,14417,89,5,20,4,10274,-1,-1,4,10,2,2,0,2,0,2,-1
150,3,9,4,10252,64,7,13,3,12195,7,11,10,2,11948,15,6,9,3,13173,555,9,8,5,10537,238,6,2,11,10380,9,2,6,9,7338,104,1,4,6,7914,81,7,1,5,10482,37,1,8,5,6661,-1,1,8,2,2,1,1,0,1,0,1
68,2,3,1,9724,91,10,2,2,13385,104,2,5,4,10302,67,4,3,2,9825,37,1,7,4,6785,82,0,2,3,8763,234,5,4,3,9826,7,5,4,3,10622,202,3,3,3,8379,412,0,9,7,5431,-1,-1,4,2,2,2,0,2,1,0,1
166,3,6,9,11365,234,4,8,9,12492,157,11,4,9,16693,147,5,10,6,11833,267,5,19,6,10010,17,4,12,6,12966,64,10,11,8,12964,13,6,5,7,14474,236,11,10,5,17142,37,8,18,2,12328,1,-1,5,8,0,5,2,0,1,1,-1
126,6,3,7,10050,246,2,6,6,8653,161,1,3,5,8771,81,2,2,6,7823,37,1,5,5,5572,98,0,11,5,7630,141,11,7,3,12106,115,12,7,0,13370,222,6,10,1,13090,412,0,11,4,7079,1,-1,2,10,0,3,1,1,0,1,-1
39,12,16,7,18807,104,16,14,7,20432,711,4,11,11,12357,21,13,9,8,17465,37,4,27,7,11297,887,8,10,10,15568,234,15,10,8,18933,7,8,11,10,13884,99,7,14,7,16167,89,2,15,14,9673,1,1,8,6,4,1,2,0,1,2,1
164,6,1,0,8370,9,6,6,2,6594,134,5,1,0,7357,202,3,4,1,6610,350,2,10,1,5260,126,1,1,8,3934,104,0,0,1,4587,15,1,1,5,4302,7,2,1,4,4523,37,0,2,4,3528,1,1,3,0,1,0,1,0,0,0,1
58,2,1,4,11689,78,6,11,1,10559,34,3,9,5,10039,119,12,5,3,16256,412,2,16,4,7832,14,3,3,4,9462,238,8,4,6,10741,3,3,5,5,8319,45,1,6,8,8107,350,1,8,2,5785,-1,1,11,1,3,0,1,0,1,0,1
27,7,13,5,10292,163,11,13,3,14140,777,14,7,6,16504,202,5,6,6,10581,37,3,20,5,9120,887,7,3,9,12177,106,3,6,8,8163,104,3,5,5,10132,21,3,6,12,8170,99,7,9,7,9481,-1,-1,10,4,1,3,0,1,1,0,1
126,3,0,9,11520,246,8,2,9,12699,134,3,7,8,11127,202,4,7,3,12364,37,0,13,6,6798,164,8,6,2,14738,64,15,7,3,14616,4,6,9,5,13039,21,5,6,3,12997,432,1,20,5,8602,1,-1,4,7,2,2,0,2,0,1,-1
104,3,7,1,10340,246,11,6,0,10652,4,6,8,2,12895,222,2,8,6,8613,350,5,11,1,7375,75,1,0,4,7225,234,2,2,8,7325,7,3,1,6,7018,81,1,4,4,5914,37,3,4,5,5525,-1,1,11,0,2,0,2,0,0,0,1
164,11,7,6,17611,246,7,8,11,12959,13,4,8,12,11487,81,6,10,3,14655,37,2,16,9,9638,7,16,6,4,16893,59,7,16,4,16739,777,5,11,5,15898,222,5,9,5,15319,29,7,10,12,11676,-1,-1,3,10,1,3,1,1,0,2,-1
85,8,4,9,14319,238,13,5,7,13598,3,7,15,7,10733,51,8,11,4,13696,350,1,23,5,8312,126,9,10,10,11850,234,13,9,6,13987,711,4,11,7,10585,81,4,6,5,10530,432,2,14,9,7211,-1,1,9,3,2,2,0,1,1,0,1
39,2,1,4,4964,59,2,0,5,3962,777,0,1,3,3652,17,1,1,4,4217,40,1,2,3,3406,157,0,6,3,5563,234,11,2,0,9004,142,2,3,1,6322,21,2,5,2,6718,37,4,3,0,6282,1,-1,0,7,0,1,0,1,0,0,-1
166,12,4,11,12453,245,7,7,8,10296,54,3,4,4,8317,21,3,7,8,8156,117,0,9,9,5859,133,13,10,10,11334,91,12,10,5,13516,711,8,6,5,10738,81,6,7,2,11789,37,1,22,3,8146,1,-1,3,7,1,2,0,1,0,1,-1
