champ1.1,kills1.1,assists1.1,deaths1.1,gold1.1,champ1.2,kills1.2,assists1.2,deaths1.2,gold1.2,champ1.3,kills1.3,assists1.3,deaths1.3,gold1.3,champ1.4,kills1.4,assists1.4,deaths1.4,gold1.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,champ2.1,kills2.1,assists2.1,deaths2.1,gold2.1,champ2.2,kills2.2,assists2.2,deaths2.2,gold2.2,champ2.3,kills2.3,assists2.3,deaths2.3,gold2.3,champ2.4,kills2.4,assists2.4,deaths2.4,gold2.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,first blood,first tower,blue towers,red towers,blue dragons,red dragons,blue heralds,red heralds,blue barons,red barons,win
98,0,3,4,4459,234,4,1,2,6215,134,1,2,5,4727,51,2,0,4,5440,350,0,3,5,3533,82,2,2,2,6176,498,3,7,1,7378,101,5,1,0,7875,104,6,4,2,6854,497,4,11,2,5561,1,-1,0,4,0,1,0,1,0,0,-1
164,13,8,3,13209,59,8,25,1,13560,68,11,14,4,13110,145,6,16,8,12795,117,4,25,6,9173,92,3,1,8,8878,238,6,6,9,10545,45,3,9,7,10497,81,8,7,10,13691,497,2,11,8,7138,-1,-1,8,2,3,0,2,0,1,0,1
875,8,10,7,15670,64,12,10,3,18215,90,5,8,13,16053,202,6,17,9,17618,99,8,12,7,13082,164,4,6,13,14828,76,11,9,7,17619,42,12,10,8,20647,498,11,8,7,19859,117,0,20,5,10552,1,-1,9,10,2,3,1,1,2,1,-1
516,14,31,8,17219,27,7,25,16,14678,25,12,42,10,17041,498,26,23,11,21316,78,9,29,16,15209,14,17,27,15,17321,238,20,20,13,19735,17,8,25,12,15355,85,10,32,18,15061,110,6,32,11,14977,-1,-1,4,1,0,0,0,0,0,0,1
62,6,3,4,9468,79,9,3,0,9823,64,4,2,2,8746,145,7,9,2,9927,432,1,16,3,6210,126,1,4,8,5966,246,2,6,4,7020,13,2,1,4,8168,81,2,2,7,6745,350,4,5,4,6379,-1,-1,5,2,0,1,1,1,0,0,1
62,10,14,7,13961,79,6,16,15,12414,246,17,19,12,14488,29,4,21,12,11543,56,8,18,11,12937,134,11,20,7,13535,517,13,27,12,13922,76,12,20,8,13530,10,13,25,9,14856,48,8,28,9,12470,1,1,4,4,0,0,0,0,0,0,-1
10,10,23,9,13175,157,1,13,10,9008,12,3,24,12,9781,121,26,12,11,16458,267,4,37,9,11595,161,14,28,8,13127,145,19,23,9,15435,136,5,30,10,10675,37,7,41,10,11732,497,6,37,7,11290,1,-1,2,2,0,0,0,0,0,0,-1
777,6,22,9,12647,50,16,14,11,14778,54,7,17,12,11970,245,4,16,10,11133,126,4,18,10,10646,8,11,20,9,12658,37,8,36,7,12147,166,12,22,8,13860,25,10,35,5,13287,523,10,15,8,12794,1,-1,2,4,0,0,0,0,0,0,-1
90,12,22,8,12666,43,8,30,5,12326,26,6,39,9,12258,30,19,20,12,14716,202,5,32,8,12002,83,2,11,11,10568,55,15,14,12,14039,8,11,12,11,12820,15,6,27,7,14190,236,6,8,9,11950,-1,1,2,4,0,0,0,0,0,0,-1
22,1,15,4,7645,18,11,1,8,14646,268,12,6,3,13965,90,4,5,5,11475,126,9,11,5,10774,517,10,5,7,12986,33,5,9,8,9219,34,6,3,7,10751,43,3,3,5,9043,245,1,5,10,8150,-1,-1,9,2,2,0,0,0,0,0,1
266,12,9,6,16170,5,7,15,7,15168,142,5,16,5,13137,21,18,10,10,19827,497,2,32,9,10795,166,7,10,12,15436,48,4,16,7,12576,134,6,6,9,15249,202,6,17,10,15121,99,14,14,6,13528,1,1,10,4,2,3,2,0,1,0,1
6,16,4,1,16198,876,1,7,4,8218,78,4,7,4,9114,202,5,6,2,9993,497,1,11,3,6811,86,1,0,9,6947,20,3,10,6,7559,39,6,2,5,10165,236,4,4,4,9407,267,0,10,3,5537,-1,1,9,1,1,2,1,0,1,0,1
34,0,3,3,8981,64,5,4,3,9136,99,1,2,4,8535,523,5,5,4,14276,43,2,4,4,6827,27,2,7,1,8755,246,6,2,2,10637,42,9,4,0,16146,222,0,6,6,10139,117,1,8,4,7674,1,1,5,7,1,3,1,1,0,1,-1
114,19,9,5,19571,141,12,15,14,16219,3,3,24,7,10889,99,8,16,6,14670,78,7,17,4,11074,58,4,8,12,15191,76,11,14,5,16051,166,11,8,10,13947,30,4,10,10,12788,432,6,16,13,10923,1,1,7,4,2,3,1,0,1,1,1
62,3,6,3,11901,121,15,5,1,14250,45,3,6,3,10651,202,3,4,3,10737,350,2,16,1,8571,122,2,0,5,7968,238,3,1,6,9049,99,1,3,8,10280,74,3,3,4,10351,555,2,6,4,6779,-1,1,7,1,2,2,1,0,1,0,1
164,6,6,1,11640,48,11,11,2,12655,99,11,12,3,12927,18,7,11,5,13221,555,4,14,9,10493,58,3,1,7,8676,72,5,7,7,11023,142,9,3,8,9952,236,2,10,9,9122,267,1,10,8,6449,1,1,9,2,3,1,2,0,1,0,1
78,3,8,3,11300,121,11,5,1,13728,142,8,4,3,11965,81,5,6,1,12715,3,2,14,2,8793,107,2,0,9,7950,35,2,2,4,8366,99,5,1,3,12269,18,1,4,8,8904,44,0,6,5,5496,1,1,10,0,3,1,1,0,1,0,1
84,4,1,7,11171,234,6,3,2,12281,98,2,10,3,10365,81,2,2,5,12831,26,0,5,1,6884,10,1,7,5,12673,498,6,7,2,15896,104,4,4,2,12861,99,5,7,2,13243,497,2,9,3,8952,-1,1,1,10,2,3,1,0,0,1,-1
85,1,5,3,9549,234,4,7,5,11194,99,4,10,1,12047,18,9,6,2,14110,117,1,16,3,8295,122,1,3,2,8523,427,0,10,1,8284,166,6,3,6,10474,202,5,5,3,12212,89,1,6,7,6137,-1,1,11,2,2,2,1,1,1,0,1
24,6,3,4,9757,246,5,4,7,9517,4,5,3,7,10504,202,0,3,5,7735,497,0,11,5,5768,104,2,8,6,9906,78,9,7,2,12025,38,7,5,2,12549,99,5,7,2,12363,555,5,7,4,10267,-1,-1,1,8,0,3,1,1,0,1,-1
91,3,2,6,6368,69,4,0,3,7852,58,1,1,8,5985,51,1,0,3,5686,63,1,1,6,4561,126,13,2,2,13281,59,3,4,2,7761,54,2,5,2,6153,202,5,2,1,7650,101,3,9,3,7411,-1,-1,1,6,0,2,0,0,0,0,-1
58,2,1,5,7326,126,5,0,5,9165,59,0,4,5,5721,30,3,2,3,7914,111,1,3,4,4767,164,6,5,3,8069,13,9,5,2,10010,147,2,3,2,6331,234,3,9,2,8441,497,2,12,2,5590,1,-1,3,3,0,3,0,2,0,0,-1
126,8,9,4,15247,120,1,13,5,10654,69,8,6,4,14409,30,5,7,4,13105,350,1,13,3,8518,39,1,5,6,11354,64,8,6,3,11936,517,2,7,8,9785,202,9,4,2,14220,26,0,14,4,6758,-1,1,10,2,2,2,1,0,2,0,1
126,4,5,5,9175,234,3,4,5,7862,517,3,2,6,7799,30,2,2,6,8155,89,0,5,7,4804,38,15,4,2,11966,5,5,11,4,8556,67,2,4,3,7942,202,4,9,1,9669,497,1,18,2,6339,1,1,2,3,0,3,1,0,0,0,-1
104,2,7,6,11199,141,19,9,1,16264,80,6,13,7,10680,30,9,14,9,10845,26,5,21,3,9147,78,6,0,8,8562,154,2,10,7,7374,39,4,3,13,8503,202,11,4,8,12626,497,3,12,5,6629,1,1,11,1,2,1,2,0,0,0,1
41,2,8,5,10923,876,8,7,3,11882,39,3,3,8,9748,202,8,8,5,11712,25,3,12,11,7515,114,6,4,3,12168,154,6,16,4,11716,157,6,4,5,13088,12,0,17,7,7508,45,14,7,5,15463,1,-1,2,11,2,1,0,2,0,1,-1
67,0,3,4,6242,59,2,7,6,7930,7,4,2,3,9894,98,3,2,6,7635,40,2,7,3,6832,126,4,8,2,10416,238,5,5,3,9580,38,8,5,5,10494,202,3,6,1,11033,16,2,7,0,7885,-1,-1,2,9,0,3,1,1,0,1,-1
887,3,0,4,5972,28,0,0,1,3114,526,0,3,7,3905,429,3,0,5,5707,43,1,2,4,4380,164,3,3,3,7668,64,9,3,0,10315,21,5,8,1,8020,142,2,3,2,6216,350,2,13,1,6328,-1,-1,0,9,0,1,0,1,0,0,-1
48,7,6,4,11730,141,7,8,3,12082,4,4,12,5,9829,119,10,1,1,12095,3,2,15,6,7554,122,6,2,8,8766,91,2,5,7,8693,238,6,2,7,7669,202,3,6,3,9258,89,2,7,5,5818,1,-1,9,3,2,0,1,1,1,0,1
141,1,11,6,10395,77,0,11,8,8969,112,6,6,6,12539,222,10,7,4,15152,555,3,11,6,7952,122,12,2,4,14553,48,6,10,5,12406,7,6,6,2,12827,81,6,9,4,13895,16,0,16,5,8399,-1,-1,6,7,3,2,2,0,0,1,-1
114,2,4,8,10795,141,8,3,10,10761,777,2,2,8,9339,161,5,5,4,10789,89,2,8,5,7673,887,9,6,4,11893,79,10,13,2,12361,157,9,16,4,14122,236,4,6,4,9630,497,3,22,5,8917,1,-1,4,8,1,2,1,1,0,1,-1
68,8,1,3,11173,141,5,8,0,9836,245,4,6,1,8397,523,8,5,2,9699,412,0,10,2,5229,84,2,1,6,6397,887,1,2,6,5430,238,4,1,4,6337,96,1,4,5,5796,25,0,5,4,4127,1,1,7,0,2,0,1,0,0,0,1
6,2,1,4,10744,245,5,0,7,8475,166,7,2,7,8759,523,0,5,5,7764,117,1,7,7,5937,92,6,5,2,10205,141,9,15,4,11414,7,6,5,3,8382,202,7,8,2,10030,40,2,14,4,6490,-1,1,5,3,0,2,1,0,0,0,-1
887,5,8,4,12021,64,17,11,4,14368,90,5,13,6,12935,523,13,10,7,14453,117,3,22,7,9463,126,7,7,6,13124,141,6,9,11,11373,4,5,6,10,9941,81,9,8,10,12149,432,1,13,6,7089,-1,1,8,2,3,0,1,1,1,0,1
98,2,14,4,9924,56,13,13,4,12135,4,8,14,5,12578,51,15,9,5,13663,432,1,16,5,7400,141,1,3,10,9565,121,12,5,9,12008,8,5,5,3,10510,119,2,5,9,8243,555,3,10,8,7604,-1,1,7,3,1,2,2,0,1,0,1
29,1,0,8,5483,121,1,2,3,5693,1,3,1,7,6221,145,4,1,9,8583,53,4,1,7,5423,23,9,1,0,11186,35,14,6,2,10630,4,3,10,7,8609,202,5,9,2,8986,142,3,11,2,6739,1,-1,0,6,0,1,0,1,0,0,-1
39,3,3,9,11556,5,8,7,7,11644,157,2,4,12,9101,51,3,8,8,9853,350,2,7,6,7102,122,6,17,6,11050,64,17,12,3,14865,90,4,20,3,12271,236,13,15,2,15218,235,2,29,4,10675,-1,-1,2,9,3,2,1,1,0,0,-1
23,4,1,6,11281,254,16,11,1,15173,157,5,10,4,11258,51,13,12,3,15743,32,3,22,8,9503,6,9,7,7,10461,238,3,8,7,8268,142,5,8,6,11217,222,3,7,10,11012,235,2,5,11,8216,-1,1,11,1,3,0,1,0,1,0,1
222,11,5,4,13916,234,25,9,2,18651,8,1,9,5,11277,84,3,11,7,10158,235,4,19,8,11387,114,4,3,9,8933,254,3,6,7,10131,166,10,1,7,10990,104,6,6,11,11065,101,3,10,10,8611,-1,-1,11,4,1,3,0,1,1,0,1
104,3,4,6,10407,91,4,4,6,10919,517,5,2,5,9960,498,5,2,5,11184,432,0,8,2,6655,27,9,7,5,13642,121,8,7,3,11093,13,5,5,1,12957,21,1,9,4,10585,26,1,16,4,7728,-1,-1,4,7,0,4,2,0,0,1,-1
24,4,4,9,10400,238,4,11,4,10923,8,10,5,5,12751,236,10,7,4,15236,267,2,24,0,9299,85,8,5,5,12091,76,3,7,5,10255,39,8,3,8,11722,202,3,9,7,8336,117,0,14,5,6675,-1,1,8,3,3,0,0,1,1,0,1
98,4,7,4,8988,246,4,4,5,8349,7,5,2,4,8046,145,3,4,7,9180,555,2,4,6,5264,126,7,7,1,12958,30,6,5,4,10061,236,5,1,6,9193,99,4,4,4,9575,89,4,12,3,7837,1,1,2,10,0,3,1,1,0,0,-1
104,1,0,1,5200,154,7,8,0,7231,99,7,3,1,8328,236,4,6,3,8278,267,3,14,1,6255,114,1,0,2,4183,234,3,1,7,6201,711,0,2,5,3635,21,1,3,4,4099,412,1,2,4,3061,1,1,7,0,0,1,1,0,0,0,1
85,1,4,3,8016,234,9,0,4,11229,517,1,3,8,7015,22,1,6,9,7930,99,3,6,6,6304,58,7,3,4,9649,245,8,8,1,11055,777,7,7,3,10706,498,6,11,3,11481,117,2,16,4,7497,-1,-1,0,5,1,2,2,0,0,1,-1
17,13,7,3,17238,91,8,9,5,14721,55,5,7,4,10823,222,3,5,4,12377,117,1,18,6,8752,114,0,2,9,8420,234,11,5,9,12617,13,3,6,3,12536,498,7,6,3,13607,40,1,12,6,7679,-1,-1,7,4,3,1,0,2,1,0,1
777,18,9,5,21032,48,4,19,6,11842,45,4,8,14,11330,51,3,12,6,12893,99,3,21,7,10006,92,11,7,9,16099,76,3,13,7,13931,711,17,7,5,17707,236,5,4,6,15116,350,2,18,5,8716,1,1,11,4,1,4,1,1,1,1,1
67,11,4,3,12249,238,5,6,2,9199,90,6,11,2,10737,30,4,12,3,9459,40,3,17,0,7280,164,2,4,5,8197,28,3,4,5,7554,7,2,2,4,7669,222,3,3,7,8519,117,0,6,8,4895,1,1,8,0,2,1,1,0,0,0,1
166,14,4,8,19020,79,4,7,9,11749,711,3,6,8,10457,81,11,6,9,14847,267,1,20,9,9077,39,8,7,6,15367,876,11,12,6,15853,238,11,7,5,15454,115,9,17,7,15323,235,4,24,9,12584,-1,-1,2,8,1,3,0,0,1,1,-1
23,6,3,7,13825,157,6,6,11,13306,82,12,6,13,15267,61,13,6,12,18741,81,0,0,0,7147,523,3,8,10,14522,147,2,19,9,13930,41,13,6,5,17436,254,22,6,4,20128,22,3,17,9,11434,1,-1,1,9,0,2,0,0,1,0,-1
17,1,2,7,8303,234,4,1,5,7985,101,2,3,5,7249,523,1,2,8,7363,526,0,3,5,5034,85,3,5,2,8770,64,9,11,2,9516,4,7,12,1,10424,498,6,6,3,10444,117,5,12,0,7936,-1,-1,2,5,0,1,1,0,0,0,-1
6,3,8,1,12498,28,10,7,1,10979,79,6,8,4,9992,498,8,7,4,12264,497,0,16,3,6653,126,3,4,6,8003,120,5,3,7,9055,42,1,2,6,9441,236,2,5,4,9741,117,1,9,4,6173,-1,1,11,2,1,1,1,0,0,1,1
85,6,3,4,11027,59,6,15,1,10917,711,9,9,2,11231,236,10,11,3,12163,40,4,20,0,9163,104,3,1,4,10409,246,4,0,7,8816,163,3,2,6,9190,22,0,4,9,6608,37,0,4,9,5512,-1,-1,8,2,3,0,0,1,1,0,1
164,7,7,0,12676,48,13,10,4,13425,163,7,7,5,12028,236,4,10,3,12731,267,3,18,3,8832,99,4,2,7,9615,266,0,1,5,7606,246,6,2,9,10363,523,4,4,5,11033,117,0,10,8,6509,1,1,11,1,1,3,2,0,1,0,1
711,15,4,9,18076,141,7,14,6,13589,142,4,11,10,11146,523,1,8,10,11409,412,2,15,7,7620,98,5,16,4,11961,104,11,10,7,15453,38,12,6,5,14649,498,12,8,4,17453,497,2,23,9,10207,1,-1,3,9,2,2,0,1,0,2,-1
777,12,4,6,17460,5,13,7,6,16973,161,8,10,5,14157,51,11,4,8,17515,50,5,25,6,12778,236,4,3,10,14480,91,11,9,10,15040,142,6,5,10,12110,22,8,14,7,17746,99,2,18,12,8793,1,1,10,3,4,1,1,0,2,0,1
84,10,2,8,13063,238,5,9,12,11399,104,4,12,11,11750,236,7,6,10,12117,117,4,13,9,8740,112,23,9,5,18650,64,11,12,5,13604,777,6,8,7,11996,360,4,18,7,12516,89,4,14,6,8304,-1,1,3,9,0,4,1,1,1,0,-1
24,4,2,7,10418,79,3,8,5,9930,555,11,0,9,13422,222,6,11,10,13146,40,1,17,7,7765,76,13,7,6,13165,51,2,19,7,11276,517,14,5,2,17127,39,6,7,6,13693,111,3,15,4,8470,-1,-1,2,9,2,2,0,2,0,1,-1
68,17,11,5,23788,64,11,9,8,16278,266,4,6,11,14386,202,6,8,5,16492,63,5,13,13,13166,887,2,4,13,12732,246,12,9,8,15944,112,4,12,7,15053,119,19,6,9,22433,89,4,18,6,10549,-1,1,10,5,4,2,1,0,2,0,1
13,4,6,10,12827,91,12,7,8,15681,777,3,3,11,10322,498,9,8,6,15032,412,3,14,5,8392,164,8,5,5,14016,517,9,3,7,14000,238,12,7,4,16241,236,9,6,7,15330,37,2,21,8,9576,1,1,4,11,1,3,2,0,1,1,-1
112,5,4,0,8723,234,4,7,2,6941,39,9,3,3,8301,222,8,3,1,9121,117,1,15,1,5837,126,1,0,4,4413,64,1,3,7,4666,38,0,3,3,4083,202,3,3,6,6006,37,2,3,7,4361,-1,1,4,0,1,1,1,0,0,0,1
112,16,7,7,19812,234,11,13,4,16622,84,14,5,10,14052,235,6,20,6,14766,101,4,18,6,10596,39,5,8,14,15331,238,14,5,9,14128,7,9,13,3,16192,236,3,7,14,13291,267,2,9,11,7710,1,-1,10,4,3,2,0,1,1,0,1
157,11,7,5,13640,113,10,13,5,10064,142,12,4,7,11254,432,1,22,6,7898,115,8,5,5,11977,112,4,3,11,9405,35,6,7,8,9525,238,7,4,8,10167,222,5,7,7,10617,117,4,14,9,8037,-1,1,9,2,1,1,1,1,0,0,1
887,2,4,9,10249,2,3,10,10,9999,13,6,12,9,11667,51,11,6,9,14722,555,7,9,9,11184,19,4,7,4,11179,35,16,11,6,15660,711,6,5,5,11113,238,16,9,8,15305,147,4,18,6,9390,-1,1,4,7,2,2,0,1,0,1,-1
79,10,7,7,14911,141,7,18,7,13083,34,15,11,3,15914,222,5,8,7,13544,432,5,20,7,10649,887,7,5,7,11305,234,11,5,10,12924,238,10,11,8,14783,523,3,4,8,10539,412,0,14,9,6843,-1,-1,9,3,3,1,0,1,1,0,1
17,3,3,10,9357,91,5,4,6,10723,84,3,1,11,7892,222,2,7,5,9586,99,4,2,10,9046,79,4,7,4,11466,234,11,4,3,11726,238,19,5,2,15811,81,7,3,6,12299,497,1,23,2,8635,-1,1,2,9,0,3,2,0,0,1,-1
711,5,10,8,10834,887,6,4,11,11349,222,7,3,5,13493,16,0,11,8,6753,234,10,7,10,12758,117,1,28,4,8885,236,12,6,5,14103,5,3,11,7,10121,240,6,15,6,15142,7,20,8,6,16548,1,-1,1,11,0,4,1,0,0,1,-1
117,1,3,3,5340,56,1,1,6,7093,99,2,1,4,8604,222,3,3,5,9264,223,1,0,8,6391,267,1,15,3,7637,236,8,5,2,11682,246,3,8,1,9892,82,9,5,1,14390,61,5,10,1,12225,-1,-1,0,11,2,1,0,2,0,1,-1
59,0,10,4,6661,98,0,6,5,5431,110,6,3,4,9516,267,1,8,5,5737,127,4,0,3,8262,7,4,10,1,10366,236,4,10,3,10066,234,12,4,3,12239,19,1,10,1,9278,497,0,17,3,6502,-1,-1,2,8,2,1,1,1,0,1,-1
164,3,3,1,6799,91,6,1,0,6616,13,4,2,1,7259,37,1,4,2,5122,497,2,4,0,5322,67,2,0,5,4586,59,1,2,4,4415,7,0,0,2,4474,222,1,1,2,5233,432,0,2,3,3578,1,1,2,0,1,0,0,0,0,0,1
92,10,9,4,15544,234,19,17,4,18656,876,12,14,9,14545,21,7,9,9,12333,53,2,18,8,9188,164,4,8,12,9900,5,2,6,11,7516,39,9,5,12,13357,101,7,6,5,11645,711,11,12,10,11939,1,1,11,1,4,0,2,0,1,0,1
53,8,28,16,12788,523,14,24,11,15946,29,16,25,10,15765,150,6,27,14,13087,17,11,24,16,14497,34,6,23,8,13321,69,20,17,12,16356,55,18,22,15,15789,16,3,42,6,13131,39,20,14,14,18265,-1,-1,2,4,0,0,0,0,0,0,-1
20,3,28,7,10857,27,0,12,12,9210,7,21,10,4,17222,360,29,7,7,20573,412,4,31,5,11525,90,4,5,13,10050,203,2,10,15,9431,39,19,1,7,21779,96,9,6,11,11044,117,1,17,11,8198,1,-1,9,5,4,0,0,0,1,1,1
150,3,7,8,8837,876,6,12,11,10136,104,10,12,7,14422,115,6,12,15,12187,7,12,10,17,12373,711,3,10,8,9306,64,6,8,8,12314,114,13,7,7,15326,236,27,10,6,20240,267,9,26,8,12116,-1,-1,3,10,2,2,0,1,1,0,-1
133,3,8,3,8397,421,3,8,8,7193,246,6,3,11,7991,69,7,8,7,9024,201,1,11,4,5276,516,1,6,3,5574,104,7,8,4,10412,39,21,3,6,16152,147,1,19,2,7436,37,3,16,5,6894,-1,-1,0,7,1,1,0,1,0,0,-1
76,9,21,4,11085,875,7,14,6,10439,119,13,7,3,13369,267,3,32,4,10297,38,10,17,8,10890,25,2,15,7,9375,17,7,10,7,10653,10,5,16,11,9656,8,7,8,10,9655,81,4,13,7,9456,-1,1,4,0,0,0,0,0,0,0,1
17,2,6,7,9326,78,4,6,5,6516,7,4,3,5,8197,236,3,6,5,8822,37,2,7,8,6183,98,5,10,4,6839,234,8,9,2,9696,117,1,17,4,6679,523,11,9,2,13171,497,5,17,3,7867,-1,1,5,7,0,3,2,0,0,0,-1
517,13,5,2,16526,234,8,9,6,13640,44,1,23,3,8937,235,4,20,6,12091,85,2,8,8,10017,223,3,11,5,10221,64,8,10,4,12719,4,4,7,5,13364,236,9,4,6,13279,267,1,14,9,7922,-1,-1,10,6,0,3,0,2,1,1,1
14,6,5,10,11017,234,8,5,11,10626,127,5,4,7,9922,37,0,13,12,6878,99,2,9,12,6998,39,7,4,11,9761,76,14,16,3,12991,157,5,7,4,12283,236,25,8,1,18838,44,1,36,2,9445,-1,-1,1,11,0,3,1,1,0,1,-1
98,8,15,7,11521,245,9,8,5,12910,4,10,13,5,16249,119,6,0,2,15706,40,0,13,3,8006,39,9,9,6,15501,234,3,8,7,9325,13,6,3,10,13043,202,3,6,4,12023,497,1,13,6,7354,1,-1,10,3,3,0,1,1,0,1,1
58,1,2,6,10385,91,3,3,4,9144,3,1,3,7,7066,523,1,6,6,9149,412,2,5,7,5982,164,5,13,1,11375,7,4,5,3,7934,5,12,13,1,11509,15,8,10,2,11864,432,1,23,1,7275,-1,1,3,6,0,3,0,2,0,0,-1
126,1,4,8,6077,30,6,2,2,9816,134,2,2,6,6738,236,4,4,8,8418,267,1,12,6,5984,85,7,2,1,9232,234,9,6,2,11180,39,6,5,4,10080,119,5,4,2,11051,1,3,8,5,7016,1,1,1,7,1,1,0,1,0,0,-1
126,2,3,8,10275,238,9,5,8,11733,84,6,2,9,10475,523,3,13,9,12304,111,3,13,7,8155,17,5,5,6,13248,121,18,11,1,15286,29,14,7,4,15971,202,1,22,5,10716,43,3,20,8,9037,-1,-1,2,9,1,4,0,1,0,1,-1
54,4,7,2,9105,427,4,14,1,8421,39,7,2,3,11616,236,6,7,0,11811,497,3,14,2,7365,166,0,2,7,8616,60,3,1,3,8400,29,5,1,5,10589,81,0,1,5,6117,40,0,5,4,5722,-1,-1,8,2,1,1,1,1,1,0,1
27,1,4,8,6560,91,3,6,4,9222,38,4,3,9,8426,202,2,3,3,9931,63,1,4,8,6652,104,12,4,5,15361,122,7,8,3,9977,134,10,9,1,12912,222,3,8,0,10148,117,0,19,2,7103,-1,1,1,8,1,3,0,1,0,1,-1
2,6,6,1,9297,98,5,7,2,8872,222,3,7,3,7897,8,8,4,2,9893,117,0,14,3,5539,23,3,0,4,11978,72,1,3,6,7637,429,3,2,6,9206,711,0,6,3,6437,777,4,1,3,11561,1,-1,0,10,1,2,0,2,0,1,-1
26,0,28,12,12567,48,19,12,6,22086,43,16,17,10,19215,235,11,22,12,17920,517,4,13,10,13203,42,15,13,7,21091,267,5,31,11,12414,245,9,17,10,15868,56,6,14,8,15236,126,14,15,14,19527,1,1,9,5,5,1,0,0,1,2,1
234,12,13,14,16297,122,4,13,7,14079,89,6,26,13,11714,84,14,12,10,15527,360,15,19,17,17840,164,21,13,11,18894,91,14,13,10,17925,157,14,16,13,17795,79,6,24,11,13726,268,6,11,8,14615,1,-1,4,11,2,2,0,0,0,2,-1
875,11,13,6,15997,20,13,22,9,17603,1,10,22,9,14841,82,22,13,10,22502,111,3,27,9,13249,67,17,11,8,23701,887,12,5,12,17240,4,3,16,16,12962,96,4,12,14,15078,350,7,22,10,14522,1,1,7,5,4,1,1,0,0,1,1
62,21,25,13,18803,127,6,28,12,14580,234,11,33,10,15830,34,15,27,12,16765,43,8,34,14,15819,157,11,19,17,15800,202,15,27,10,19628,517,22,21,13,17794,44,11,43,11,17007,61,2,43,10,15100,1,1,2,4,0,0,0,0,0,0,-1
145,16,15,6,16129,20,6,29,13,12981,202,5,27,11,12782,268,13,19,14,17219,15,8,22,10,14694,16,1,37,9,12055,134,18,22,11,16434,203,9,22,7,15177,876,14,17,10,15065,64,12,25,11,15619,-1,1,4,4,0,0,0,0,0,0,-1
42,8,15,7,10025,58,8,14,9,9596,136,1,16,10,8156,30,10,17,8,11654,86,12,12,6,11446,432,7,16,9,8635,267,5,33,7,9317,22,6,13,8,9736,145,17,10,6,11461,876,5,14,9,8412,1,1,4,1,0,0,0,0,0,0,1
101,3,26,7,11191,236,5,18,6,11238,63,1,19,12,9482,81,16,11,5,13993,238,10,13,7,12098,876,9,19,7,12667,10,11,23,4,14684,202,5,17,7,11354,120,11,18,9,12529,16,1,34,8,10544,1,1,1,4,0,0,0,0,0,0,-1
234,5,12,7,9289,99,6,16,6,10097,122,6,9,7,9907,133,6,15,7,11284,27,6,17,10,9683,21,10,19,7,12541,56,4,16,5,9297,142,7,17,6,10516,245,13,9,6,11387,121,3,19,5,9625,1,-1,1,4,0,0,0,0,0,0,-1
157,18,8,5,20944,40,5,27,3,11342,4,8,13,9,13047,96,17,14,7,17723,117,4,15,5,11819,106,7,0,11,13841,35,5,9,6,12892,777,8,15,9,16390,134,8,11,11,13944,555,1,11,15,9207,1,1,10,3,1,3,1,0,0,1,1
240,1,3,5,5411,202,2,2,8,5877,81,2,3,9,4571,75,0,5,2,5663,238,3,4,4,6281,85,1,4,1,5894,67,15,6,1,13312,101,3,15,0,8016,203,3,5,2,7193,238,6,6,4,8545,-1,-1,0,4,0,2,0,1,0,0,-1
53,14,19,9,13911,236,20,26,13,16659,25,8,39,12,14783,4,7,29,10,13808,133,10,31,13,15274,51,1,23,14,11189,131,11,28,11,13605,110,9,27,10,14161,92,16,25,13,15473,29,20,17,11,17555,1,-1,3,4,0,0,0,0,0,0,-1
203,19,24,13,16043,78,9,32,12,12849,10,12,37,12,15731,268,15,32,15,15499,350,4,47,7,12380,887,9,29,11,14285,122,2,26,14,11759,254,21,26,14,16071,24,17,28,11,15196,25,10,41,9,15158,1,-1,2,4,0,0,0,0,0,0,-1
7,17,20,9,16278,119,21,20,14,20163,164,6,19,15,13526,234,12,24,12,16206,21,7,40,11,16493,40,7,35,13,13924,22,12,33,16,16262,223,12,31,11,15761,51,20,26,11,18553,12,10,37,12,14698,1,1,4,2,0,0,0,0,0,0,1
238,19,13,11,15800,6,8,28,11,14520,3,5,28,12,13060,85,20,28,13,16815,61,9,37,8,14950,92,18,19,11,17113,134,10,20,10,13818,1,12,20,14,14449,555,8,25,14,13625,113,7,35,12,14207,-1,1,4,1,0,0,0,0,0,0,1
360,31,16,12,20201,117,1,51,7,12945,14,6,35,9,14437,79,20,19,13,15780,29,10,31,13,14717,15,7,34,13,14931,34,11,24,9,14813,30,16,24,20,15261,7,17,21,13,15107,875,3,22,13,11942,1,-1,4,1,0,0,0,0,0,0,1
26,7,43,8,15186,16,3,49,8,13688,75,10,30,11,16817,7,33,14,10,19697,101,9,32,7,15431,99,5,27,10,13670,235,6,21,12,13955,63,13,23,11,17008,498,4,14,11,15007,876,16,11,18,15144,1,1,4,2,0,0,0,0,0,0,1
202,11,13,4,15999,887,12,14,6,20726,54,5,13,5,13154,201,2,22,8,9661,103,5,15,5,14449,42,10,11,7,17614,89,2,13,7,9197,23,3,5,6,13562,59,3,14,7,12312,18,10,3,8,15963,1,-1,9,7,3,2,1,1,1,1,1
